Method,Success Rate,Success CI Lower,Success CI Upper,Recovery Rate,Recovery CI Lower,Recovery CI Upper,Recovery Definition,Post-Intervention Task Success Rate,Post-Intervention Task Success CI Lower,Post-Intervention Task Success CI Upper,Average Steps,Steps CI Lower,Steps CI Upper,Average Time (s),Episodes,Successes,Recovery Attempts,Recovery Successes,Detector Triggers,Intervened Episodes,Post-Intervention Task Successes,Backend,Benchmark Eligible,Profile,Noise Level,Action Noise Std,Observation Noise Std,Object Impulse Std (m)
ACT + Random Reset,0.87,0.7901964855992357,0.9224283257275948,0.7796610169491526,0.6666666666666666,0.8806159878573234,post_reset_task_success_per_reset,0.7796610169491526,0.6586730063236291,0.8664580237207097,84.79,76.1095,94.3505,0.6059256668998023,100,87,59,46,59,59,46,metaworld,False,custom,0.2,0.08000000000000002,0.005000000000000001,0.020000000000000004
