Method,Success Rate,Success CI Lower,Success CI Upper,Recovery Rate,Recovery CI Lower,Recovery CI Upper,Recovery Definition,Post-Intervention Task Success Rate,Post-Intervention Task Success CI Lower,Post-Intervention Task Success CI Upper,Average Steps,Steps CI Lower,Steps CI Upper,Average Time (s),Episodes,Successes,Recovery Attempts,Recovery Successes,Detector Triggers,Intervened Episodes,Post-Intervention Task Successes,Backend,Benchmark Eligible,Noise Level,Noise (%),Action Noise Std,Observation Noise Std,Object Impulse Std (m),Condition Seed,Profile
REIM (ACT + Detector + Recovery),1.0,0.9811546736227335,1.0,1.0,1.0,1.0,task_success_while_recovery_active_per_intervention,1.0,0.9312077638761377,0.9999999999999999,52.655,52.185,53.145,0.49634017373501593,200,200,52,52,52,52,52,metaworld,True,0.0,0.0,0.0,0.0,0.0,6000042,full
