method,episode,seed,backend,success,steps,elapsed_seconds,recovery_attempts,recovery_successes,detector_triggers,recovery_steps,failure_probability_max,recovery_definition,terminated,truncated,failure_reason,noise_level,noise_percent,action_noise_std,observation_noise_std,object_impulse_std_m,condition_index,Profile
REIM (ACT + Detector + Recovery),0,6000042,metaworld,True,51,0.5920723320014076,1,1,1,35,0.20252373814582825,task_success_while_recovery_active_per_intervention,True,False,,0.3,30.0,0.12,0.0075,0.03,0,full
REIM (ACT + Detector + Recovery),1,6000043,metaworld,False,200,1.337031126000511,1,0,1,110,0.9984857439994812,task_success_while_recovery_active_per_intervention,False,True,timeout,0.3,30.0,0.12,0.0075,0.03,0,full
REIM (ACT + Detector + Recovery),2,6000044,metaworld,True,65,0.4467903959994146,1,1,1,33,0.2815273106098175,task_success_while_recovery_active_per_intervention,True,False,,0.3,30.0,0.12,0.0075,0.03,0,full
REIM (ACT + Detector + Recovery),3,6000045,metaworld,True,56,0.29477290700015146,0,0,0,0,0.1626092493534088,task_success_while_recovery_active_per_intervention,True,False,,0.3,30.0,0.12,0.0075,0.03,0,full
REIM (ACT + Detector + Recovery),4,6000046,metaworld,True,53,0.420974467000633,1,1,1,41,0.2872525155544281,task_success_while_recovery_active_per_intervention,True,False,,0.3,30.0,0.12,0.0075,0.03,0,full
REIM (ACT + Detector + Recovery),5,6000047,metaworld,True,56,0.6845381890016142,1,1,1,37,0.22812145948410034,task_success_while_recovery_active_per_intervention,True,False,,0.3,30.0,0.12,0.0075,0.03,0,full
REIM (ACT + Detector + Recovery),6,6000048,metaworld,False,200,1.4174228059964662,1,0,1,149,0.954379141330719,task_success_while_recovery_active_per_intervention,False,True,timeout,0.3,30.0,0.12,0.0075,0.03,0,full
REIM (ACT + Detector + Recovery),7,6000049,metaworld,True,54,0.4532832109980518,1,1,1,39,0.3067325949668884,task_success_while_recovery_active_per_intervention,True,False,,0.3,30.0,0.12,0.0075,0.03,0,full
REIM (ACT + Detector + Recovery),8,6000050,metaworld,False,200,1.4086128500021005,1,0,1,146,0.808659017086029,task_success_while_recovery_active_per_intervention,False,True,timeout,0.3,30.0,0.12,0.0075,0.03,0,full
REIM (ACT + Detector + Recovery),9,6000051,metaworld,False,200,1.4805638879988692,1,0,1,150,0.9958534240722656,task_success_while_recovery_active_per_intervention,False,True,timeout,0.3,30.0,0.12,0.0075,0.03,0,full
