method,episode,seed,backend,success,steps,elapsed_seconds,recovery_attempts,recovery_successes,detector_triggers,recovery_steps,failure_probability_max,recovery_definition,terminated,truncated,failure_reason,noise_level,noise_percent,action_noise_std,observation_noise_std,object_impulse_std_m,condition_index,Profile
ACT,0,6000042,metaworld,False,200,0.9602598250021401,0,0,0,0,0.0,,False,True,timeout,0.4,40.0,0.16000000000000003,0.010000000000000002,0.04000000000000001,0,full
ACT,1,6000043,metaworld,True,72,0.5323555149989261,0,0,0,0,0.0,,True,False,,0.4,40.0,0.16000000000000003,0.010000000000000002,0.04000000000000001,0,full
ACT,2,6000044,metaworld,False,200,0.7378691359990626,0,0,0,0,0.0,,False,True,object_dropped,0.4,40.0,0.16000000000000003,0.010000000000000002,0.04000000000000001,0,full
ACT,3,6000045,metaworld,True,59,0.3048496189985599,0,0,0,0,0.0,,True,False,,0.4,40.0,0.16000000000000003,0.010000000000000002,0.04000000000000001,0,full
ACT,4,6000046,metaworld,False,200,0.7278062210025382,0,0,0,0,0.0,,False,True,timeout,0.4,40.0,0.16000000000000003,0.010000000000000002,0.04000000000000001,0,full
ACT,5,6000047,metaworld,False,200,0.5554659529989294,0,0,0,0,0.0,,False,True,timeout,0.4,40.0,0.16000000000000003,0.010000000000000002,0.04000000000000001,0,full
ACT,6,6000048,metaworld,False,200,0.6524023240017414,0,0,0,0,0.0,,False,True,timeout,0.4,40.0,0.16000000000000003,0.010000000000000002,0.04000000000000001,0,full
ACT,7,6000049,metaworld,False,200,0.7776510000003327,0,0,0,0,0.0,,False,True,object_dropped,0.4,40.0,0.16000000000000003,0.010000000000000002,0.04000000000000001,0,full
ACT,8,6000050,metaworld,False,200,1.2446555149981577,0,0,0,0,0.0,,False,True,timeout,0.4,40.0,0.16000000000000003,0.010000000000000002,0.04000000000000001,0,full
ACT,9,6000051,metaworld,False,200,0.9920968170008564,0,0,0,0,0.0,,False,True,timeout,0.4,40.0,0.16000000000000003,0.010000000000000002,0.04000000000000001,0,full
