method,episode,seed,backend,success,steps,elapsed_seconds,recovery_attempts,recovery_successes,detector_triggers,recovery_steps,failure_probability_max,recovery_definition,terminated,truncated,failure_reason,noise_level,noise_percent,action_noise_std,observation_noise_std,object_impulse_std_m,condition_index,Profile
REIM (ACT + Detector + Recovery),0,6000042,metaworld,True,51,0.4675119210005505,1,1,1,36,0.23818562924861908,task_success_while_recovery_active_per_intervention,True,False,,0.4,40.0,0.16000000000000003,0.010000000000000002,0.04000000000000001,0,full
REIM (ACT + Detector + Recovery),1,6000043,metaworld,True,72,0.32454025900005945,1,1,1,13,0.24033911526203156,task_success_while_recovery_active_per_intervention,True,False,,0.4,40.0,0.16000000000000003,0.010000000000000002,0.04000000000000001,0,full
REIM (ACT + Detector + Recovery),2,6000044,metaworld,True,62,0.2923823010023625,1,1,1,41,0.4201343357563019,task_success_while_recovery_active_per_intervention,True,False,,0.4,40.0,0.16000000000000003,0.010000000000000002,0.04000000000000001,0,full
REIM (ACT + Detector + Recovery),3,6000045,metaworld,True,59,0.1726688689996081,0,0,0,0,0.17873615026474,task_success_while_recovery_active_per_intervention,True,False,,0.4,40.0,0.16000000000000003,0.010000000000000002,0.04000000000000001,0,full
REIM (ACT + Detector + Recovery),4,6000046,metaworld,True,53,0.225128362999385,1,1,1,42,0.3799836039543152,task_success_while_recovery_active_per_intervention,True,False,,0.4,40.0,0.16000000000000003,0.010000000000000002,0.04000000000000001,0,full
REIM (ACT + Detector + Recovery),5,6000047,metaworld,False,200,1.2329147060008836,1,0,1,150,0.9992254972457886,task_success_while_recovery_active_per_intervention,False,True,timeout,0.4,40.0,0.16000000000000003,0.010000000000000002,0.04000000000000001,0,full
REIM (ACT + Detector + Recovery),6,6000048,metaworld,True,54,0.20604004399865516,1,1,1,38,0.22128233313560486,task_success_while_recovery_active_per_intervention,True,False,,0.4,40.0,0.16000000000000003,0.010000000000000002,0.04000000000000001,0,full
REIM (ACT + Detector + Recovery),7,6000049,metaworld,False,200,1.2035330559992872,1,0,1,150,0.9804058074951172,task_success_while_recovery_active_per_intervention,False,True,timeout,0.4,40.0,0.16000000000000003,0.010000000000000002,0.04000000000000001,0,full
REIM (ACT + Detector + Recovery),8,6000050,metaworld,False,200,1.0765011460025562,1,0,1,150,0.994683563709259,task_success_while_recovery_active_per_intervention,False,True,timeout,0.4,40.0,0.16000000000000003,0.010000000000000002,0.04000000000000001,0,full
REIM (ACT + Detector + Recovery),9,6000051,metaworld,False,200,0.8105610499987961,1,0,1,150,0.9973635077476501,task_success_while_recovery_active_per_intervention,False,True,timeout,0.4,40.0,0.16000000000000003,0.010000000000000002,0.04000000000000001,0,full
