Method,Success Rate,Success CI Lower,Success CI Upper,Recovery Rate,Recovery CI Lower,Recovery CI Upper,Recovery Definition,Post-Intervention Task Success Rate,Post-Intervention Task Success CI Lower,Post-Intervention Task Success CI Upper,Average Steps,Steps CI Lower,Steps CI Upper,Average Time (s),Episodes,Successes,Recovery Attempts,Recovery Successes,Detector Triggers,Intervened Episodes,Post-Intervention Task Successes,Backend,Benchmark Eligible,Profile,Noise Level,Action Noise Std,Observation Noise Std,Object Impulse Std (m)
REIM (ACT + Detector + Recovery),0.867,0.8445423199288764,0.8866488393427261,0.7779632721202003,0.7467615551275879,0.808655906258886,task_success_while_recovery_active_per_intervention,0.7779632721202003,0.742967666274644,0.8094163728911922,72.835,69.764925,75.9034,0.8354292894949759,1000,867,599,466,599,599,466,metaworld,True,full,0.2,0.08000000000000002,0.005000000000000001,0.020000000000000004
