Method,Success Rate,Success CI Lower,Success CI Upper,Recovery Rate,Recovery CI Lower,Recovery CI Upper,Recovery Definition,Post-Intervention Task Success Rate,Post-Intervention Task Success CI Lower,Post-Intervention Task Success CI Upper,Average Steps,Steps CI Lower,Steps CI Upper,Average Time (s),Episodes,Successes,Recovery Attempts,Recovery Successes,Detector Triggers,Intervened Episodes,Post-Intervention Task Successes,Backend,Benchmark Eligible,Profile,Noise Level,Action Noise Std,Observation Noise Std,Object Impulse Std (m)
ACT + Random Reset,0.85,0.7671644040916764,0.9069401471634336,0.7916666666666666,0.6969367588932808,0.8800149253731343,post_reset_task_success_per_reset,0.7916666666666666,0.6843073658064067,0.8694794501789929,89.08,79.7185,98.98075,0.5810231326600479,100,85,72,57,72,72,57,metaworld,False,custom,0.2,0.08000000000000002,0.005000000000000001,0.020000000000000004
