Method,Success Rate,Success CI Lower,Success CI Upper,Recovery Rate,Recovery CI Lower,Recovery CI Upper,Recovery Definition,Post-Intervention Task Success Rate,Post-Intervention Task Success CI Lower,Post-Intervention Task Success CI Upper,Average Steps,Steps CI Lower,Steps CI Upper,Average Time (s),Episodes,Successes,Recovery Attempts,Recovery Successes,Detector Triggers,Intervened Episodes,Post-Intervention Task Successes,Backend,Benchmark Eligible,Noise Level,Noise (%),Action Noise Std,Observation Noise Std,Object Impulse Std (m),Condition Seed,Profile
ACT,0.97,0.9361057075454807,0.9861796856598887,0.0,0.0,0.0,not_applicable,,,,57.685,54.534875,61.50087499999999,0.40592635465502097,200,194,0,0,0,0,0,metaworld,True,0.1,10.0,0.04000000000000001,0.0025000000000000005,0.010000000000000002,6000042,full
