Method,Success Rate,Success CI Lower,Success CI Upper,Recovery Rate,Recovery CI Lower,Recovery CI Upper,Recovery Definition,Post-Intervention Task Success Rate,Post-Intervention Task Success CI Lower,Post-Intervention Task Success CI Upper,Average Steps,Steps CI Lower,Steps CI Upper,Average Time (s),Episodes,Successes,Recovery Attempts,Recovery Successes,Detector Triggers,Intervened Episodes,Post-Intervention Task Successes,Backend,Benchmark Eligible,Profile,Noise Level,Action Noise Std,Observation Noise Std,Object Impulse Std (m),Evaluation Seed Start,Evaluation Seed End
REIM (ACT + Detector + Recovery),0.862,0.8392340001264323,0.8819954267300257,0.7463235294117647,0.7084870848708487,0.7831375502008031,task_success_while_recovery_active_per_intervention,0.7463235294117647,0.7081199310663532,0.7810726915162965,74.312,71.321325,77.5893,0.5278538644240179,1000,862,544,406,544,544,406,metaworld,True,full,0.2,0.08000000000000002,0.005000000000000001,0.020000000000000004,6000042,6001041
