method,episode,seed,backend,success,steps,elapsed_seconds,recovery_attempts,recovery_successes,detector_triggers,recovery_steps,failure_probability_max,recovery_definition,terminated,truncated,failure_reason,Profile,noise_level
ACT + Detector,0,6000292,metaworld,False,200,2.4122760230002314,0,0,1,0,0.9985668063163757,,False,True,object_dropped,custom,0.2
ACT + Detector,1,6000293,metaworld,True,49,0.48425068400138116,0,0,1,0,0.23492705821990967,,True,False,,custom,0.2
ACT + Detector,2,6000294,metaworld,True,52,0.5031688179988123,0,0,0,0,0.18091769516468048,,True,False,,custom,0.2
ACT + Detector,3,6000295,metaworld,True,52,0.5479891269988002,0,0,1,0,0.20202405750751495,,True,False,,custom,0.2
ACT + Detector,4,6000296,metaworld,False,200,2.0248323260002508,0,0,1,0,0.9901635050773621,,False,True,timeout,custom,0.2
ACT + Detector,5,6000297,metaworld,False,200,1.9404332310004975,0,0,1,0,0.9310309290885925,,False,True,timeout,custom,0.2
ACT + Detector,6,6000298,metaworld,True,55,0.6918178699997952,0,0,1,0,0.28299832344055176,,True,False,,custom,0.2
ACT + Detector,7,6000299,metaworld,True,50,0.49185909900006664,0,0,1,0,0.212988018989563,,True,False,,custom,0.2
ACT + Detector,8,6000300,metaworld,True,57,0.5400563449984475,0,0,1,0,0.22265605628490448,,True,False,,custom,0.2
ACT + Detector,9,6000301,metaworld,False,200,1.9428710430001956,0,0,1,0,0.9971758127212524,,False,True,timeout,custom,0.2
ACT + Detector,10,6000302,metaworld,True,50,0.46751361200040265,0,0,0,0,0.16096781194210052,,True,False,,custom,0.2
ACT + Detector,11,6000303,metaworld,True,54,0.561319870999796,0,0,0,0,0.18395310640335083,,True,False,,custom,0.2
ACT + Detector,12,6000304,metaworld,True,54,0.5884450859994104,0,0,1,0,0.20042815804481506,,True,False,,custom,0.2
ACT + Detector,13,6000305,metaworld,False,200,1.95035954100058,0,0,1,0,0.9832502007484436,,False,True,object_dropped,custom,0.2
ACT + Detector,14,6000306,metaworld,False,200,2.0289695739993476,0,0,1,0,0.9986082911491394,,False,True,timeout,custom,0.2
ACT + Detector,15,6000307,metaworld,False,200,1.9462528839994775,0,0,1,0,0.9884093999862671,,False,True,timeout,custom,0.2
ACT + Detector,16,6000308,metaworld,True,60,0.5994243360000837,0,0,0,0,0.15942220389842987,,True,False,,custom,0.2
ACT + Detector,17,6000309,metaworld,True,51,0.5436197969993373,0,0,0,0,0.14550350606441498,,True,False,,custom,0.2
ACT + Detector,18,6000310,metaworld,False,200,2.0401705830008723,0,0,1,0,0.8821970820426941,,False,True,timeout,custom,0.2
ACT + Detector,19,6000311,metaworld,False,200,1.9516303810014506,0,0,1,0,0.9959063529968262,,False,True,timeout,custom,0.2
ACT + Detector,20,6000312,metaworld,True,60,0.6075549779998255,0,0,0,0,0.14899516105651855,,True,False,,custom,0.2
ACT + Detector,21,6000313,metaworld,False,200,2.0405771850000747,0,0,1,0,0.6882051229476929,,False,True,timeout,custom,0.2
ACT + Detector,22,6000314,metaworld,True,53,0.5126097669999581,0,0,0,0,0.15058918297290802,,True,False,,custom,0.2
ACT + Detector,23,6000315,metaworld,True,72,0.6957951570002479,0,0,0,0,0.12403464317321777,,True,False,,custom,0.2
ACT + Detector,24,6000316,metaworld,False,200,1.2087046639990149,0,0,1,0,0.9992966651916504,,False,True,object_dropped,custom,0.2
ACT + Detector,25,6000317,metaworld,False,200,1.135850163998839,0,0,1,0,0.9989921450614929,,False,True,timeout,custom,0.2
