method,episode,seed,backend,success,steps,elapsed_seconds,recovery_attempts,recovery_successes,detector_triggers,recovery_steps,failure_probability_max,recovery_definition,terminated,truncated,failure_reason,noise_level,noise_percent,action_noise_std,observation_noise_std,object_impulse_std_m,condition_index,Profile
REIM (ACT + Detector + Recovery),0,6000042,metaworld,True,51,0.4365137419990788,0,0,0,0,0.1607772558927536,task_success_while_recovery_active_per_intervention,True,False,,0.1,10.0,0.04000000000000001,0.0025000000000000005,0.010000000000000002,0,full
REIM (ACT + Detector + Recovery),1,6000043,metaworld,True,50,0.21322310399955313,0,0,0,0,0.19063229858875275,task_success_while_recovery_active_per_intervention,True,False,,0.1,10.0,0.04000000000000001,0.0025000000000000005,0.010000000000000002,0,full
REIM (ACT + Detector + Recovery),2,6000044,metaworld,True,58,0.312961962999907,0,0,0,0,0.15159882605075836,task_success_while_recovery_active_per_intervention,True,False,,0.1,10.0,0.04000000000000001,0.0025000000000000005,0.010000000000000002,0,full
REIM (ACT + Detector + Recovery),3,6000045,metaworld,True,53,0.2747690239993972,0,0,0,0,0.16683711111545563,task_success_while_recovery_active_per_intervention,True,False,,0.1,10.0,0.04000000000000001,0.0025000000000000005,0.010000000000000002,0,full
REIM (ACT + Detector + Recovery),4,6000046,metaworld,True,54,0.24616322299880267,0,0,0,0,0.15311546623706818,task_success_while_recovery_active_per_intervention,True,False,,0.1,10.0,0.04000000000000001,0.0025000000000000005,0.010000000000000002,0,full
REIM (ACT + Detector + Recovery),5,6000047,metaworld,True,50,0.2118357349991129,0,0,0,0,0.19712135195732117,task_success_while_recovery_active_per_intervention,True,False,,0.1,10.0,0.04000000000000001,0.0025000000000000005,0.010000000000000002,0,full
REIM (ACT + Detector + Recovery),6,6000048,metaworld,True,53,0.22819458300000406,0,0,0,0,0.12964260578155518,task_success_while_recovery_active_per_intervention,True,False,,0.1,10.0,0.04000000000000001,0.0025000000000000005,0.010000000000000002,0,full
REIM (ACT + Detector + Recovery),7,6000049,metaworld,True,55,0.2931739200012089,0,0,0,0,0.19249327480793,task_success_while_recovery_active_per_intervention,True,False,,0.1,10.0,0.04000000000000001,0.0025000000000000005,0.010000000000000002,0,full
REIM (ACT + Detector + Recovery),8,6000050,metaworld,True,53,0.22239477199946123,0,0,0,0,0.13889729976654053,task_success_while_recovery_active_per_intervention,True,False,,0.1,10.0,0.04000000000000001,0.0025000000000000005,0.010000000000000002,0,full
REIM (ACT + Detector + Recovery),9,6000051,metaworld,True,53,0.2833983429991349,0,0,0,0,0.1663546860218048,task_success_while_recovery_active_per_intervention,True,False,,0.1,10.0,0.04000000000000001,0.0025000000000000005,0.010000000000000002,0,full
REIM (ACT + Detector + Recovery),10,6000052,metaworld,True,48,0.41274137800064636,0,0,0,0,0.198170468211174,task_success_while_recovery_active_per_intervention,True,False,,0.1,10.0,0.04000000000000001,0.0025000000000000005,0.010000000000000002,0,full
REIM (ACT + Detector + Recovery),11,6000053,metaworld,True,51,0.3237331020009151,0,0,0,0,0.14002995193004608,task_success_while_recovery_active_per_intervention,True,False,,0.1,10.0,0.04000000000000001,0.0025000000000000005,0.010000000000000002,0,full
REIM (ACT + Detector + Recovery),12,6000054,metaworld,True,53,0.4197188810012449,1,1,1,26,0.21413901448249817,task_success_while_recovery_active_per_intervention,True,False,,0.1,10.0,0.04000000000000001,0.0025000000000000005,0.010000000000000002,0,full
REIM (ACT + Detector + Recovery),13,6000055,metaworld,True,52,0.2036849220003205,0,0,0,0,0.18720032274723053,task_success_while_recovery_active_per_intervention,True,False,,0.1,10.0,0.04000000000000001,0.0025000000000000005,0.010000000000000002,0,full
REIM (ACT + Detector + Recovery),14,6000056,metaworld,True,57,0.23790656399978616,0,0,0,0,0.13047070801258087,task_success_while_recovery_active_per_intervention,True,False,,0.1,10.0,0.04000000000000001,0.0025000000000000005,0.010000000000000002,0,full
REIM (ACT + Detector + Recovery),15,6000057,metaworld,True,44,0.33072946799984493,1,1,1,37,0.45173224806785583,task_success_while_recovery_active_per_intervention,True,False,,0.1,10.0,0.04000000000000001,0.0025000000000000005,0.010000000000000002,0,full
REIM (ACT + Detector + Recovery),16,6000058,metaworld,True,57,0.34365206900110934,1,1,1,39,0.31080055236816406,task_success_while_recovery_active_per_intervention,True,False,,0.1,10.0,0.04000000000000001,0.0025000000000000005,0.010000000000000002,0,full
REIM (ACT + Detector + Recovery),17,6000059,metaworld,True,57,0.29000657799952023,0,0,0,0,0.16629622876644135,task_success_while_recovery_active_per_intervention,True,False,,0.1,10.0,0.04000000000000001,0.0025000000000000005,0.010000000000000002,0,full
REIM (ACT + Detector + Recovery),18,6000060,metaworld,True,44,0.4540095169995766,1,1,1,34,0.31299513578414917,task_success_while_recovery_active_per_intervention,True,False,,0.1,10.0,0.04000000000000001,0.0025000000000000005,0.010000000000000002,0,full
REIM (ACT + Detector + Recovery),19,6000061,metaworld,True,52,0.678097751999303,1,1,1,41,0.2430279701948166,task_success_while_recovery_active_per_intervention,True,False,,0.1,10.0,0.04000000000000001,0.0025000000000000005,0.010000000000000002,0,full
REIM (ACT + Detector + Recovery),20,6000062,metaworld,True,54,0.2376913299995067,0,0,0,0,0.16792036592960358,task_success_while_recovery_active_per_intervention,True,False,,0.1,10.0,0.04000000000000001,0.0025000000000000005,0.010000000000000002,0,full
REIM (ACT + Detector + Recovery),21,6000063,metaworld,True,57,0.36302922000140825,1,1,1,34,0.21835370361804962,task_success_while_recovery_active_per_intervention,True,False,,0.1,10.0,0.04000000000000001,0.0025000000000000005,0.010000000000000002,0,full
REIM (ACT + Detector + Recovery),22,6000064,metaworld,True,51,0.2719390910006041,0,0,0,0,0.12642666697502136,task_success_while_recovery_active_per_intervention,True,False,,0.1,10.0,0.04000000000000001,0.0025000000000000005,0.010000000000000002,0,full
REIM (ACT + Detector + Recovery),23,6000065,metaworld,True,53,0.35432113199931337,1,1,1,33,0.20299988985061646,task_success_while_recovery_active_per_intervention,True,False,,0.1,10.0,0.04000000000000001,0.0025000000000000005,0.010000000000000002,0,full
REIM (ACT + Detector + Recovery),24,6000066,metaworld,True,61,0.2625320940005622,0,0,0,0,0.1687329113483429,task_success_while_recovery_active_per_intervention,True,False,,0.1,10.0,0.04000000000000001,0.0025000000000000005,0.010000000000000002,0,full
REIM (ACT + Detector + Recovery),25,6000067,metaworld,True,54,0.22481025199886062,0,0,0,0,0.1523149013519287,task_success_while_recovery_active_per_intervention,True,False,,0.1,10.0,0.04000000000000001,0.0025000000000000005,0.010000000000000002,0,full
REIM (ACT + Detector + Recovery),26,6000068,metaworld,True,57,0.3533926780000911,1,1,1,33,0.29212430119514465,task_success_while_recovery_active_per_intervention,True,False,,0.1,10.0,0.04000000000000001,0.0025000000000000005,0.010000000000000002,0,full
REIM (ACT + Detector + Recovery),27,6000069,metaworld,True,57,0.21967848299937032,0,0,0,0,0.11414190381765366,task_success_while_recovery_active_per_intervention,True,False,,0.1,10.0,0.04000000000000001,0.0025000000000000005,0.010000000000000002,0,full
REIM (ACT + Detector + Recovery),28,6000070,metaworld,True,53,0.20291919199917174,0,0,0,0,0.167603000998497,task_success_while_recovery_active_per_intervention,True,False,,0.1,10.0,0.04000000000000001,0.0025000000000000005,0.010000000000000002,0,full
