method,episode,seed,backend,success,steps,elapsed_seconds,recovery_attempts,recovery_successes,detector_triggers,recovery_steps,failure_probability_max,recovery_definition,terminated,truncated,failure_reason,noise_level,noise_percent,action_noise_std,observation_noise_std,object_impulse_std_m,condition_index,Profile
ACT,0,6000042,metaworld,True,51,0.8131983690000197,0,0,0,0,0.0,,True,False,,0.1,10.0,0.04000000000000001,0.0025000000000000005,0.010000000000000002,0,full
ACT,1,6000043,metaworld,True,50,0.8221383410000271,0,0,0,0,0.0,,True,False,,0.1,10.0,0.04000000000000001,0.0025000000000000005,0.010000000000000002,0,full
ACT,2,6000044,metaworld,True,58,0.8687370309999096,0,0,0,0,0.0,,True,False,,0.1,10.0,0.04000000000000001,0.0025000000000000005,0.010000000000000002,0,full
ACT,3,6000045,metaworld,True,53,0.6426282450011058,0,0,0,0,0.0,,True,False,,0.1,10.0,0.04000000000000001,0.0025000000000000005,0.010000000000000002,0,full
ACT,4,6000046,metaworld,True,54,0.4718163649995404,0,0,0,0,0.0,,True,False,,0.1,10.0,0.04000000000000001,0.0025000000000000005,0.010000000000000002,0,full
ACT,5,6000047,metaworld,True,50,0.49303630600115866,0,0,0,0,0.0,,True,False,,0.1,10.0,0.04000000000000001,0.0025000000000000005,0.010000000000000002,0,full
ACT,6,6000048,metaworld,True,53,0.23985735599853797,0,0,0,0,0.0,,True,False,,0.1,10.0,0.04000000000000001,0.0025000000000000005,0.010000000000000002,0,full
ACT,7,6000049,metaworld,True,55,0.1735432490004314,0,0,0,0,0.0,,True,False,,0.1,10.0,0.04000000000000001,0.0025000000000000005,0.010000000000000002,0,full
ACT,8,6000050,metaworld,True,53,0.4711278360009601,0,0,0,0,0.0,,True,False,,0.1,10.0,0.04000000000000001,0.0025000000000000005,0.010000000000000002,0,full
ACT,9,6000051,metaworld,True,53,0.30632336500093515,0,0,0,0,0.0,,True,False,,0.1,10.0,0.04000000000000001,0.0025000000000000005,0.010000000000000002,0,full
ACT,10,6000052,metaworld,True,48,0.19855461900078808,0,0,0,0,0.0,,True,False,,0.1,10.0,0.04000000000000001,0.0025000000000000005,0.010000000000000002,0,full
ACT,11,6000053,metaworld,True,51,0.16999746200053778,0,0,0,0,0.0,,True,False,,0.1,10.0,0.04000000000000001,0.0025000000000000005,0.010000000000000002,0,full
ACT,12,6000054,metaworld,True,50,0.33277278099922114,0,0,0,0,0.0,,True,False,,0.1,10.0,0.04000000000000001,0.0025000000000000005,0.010000000000000002,0,full
ACT,13,6000055,metaworld,True,52,0.29966496499946516,0,0,0,0,0.0,,True,False,,0.1,10.0,0.04000000000000001,0.0025000000000000005,0.010000000000000002,0,full
ACT,14,6000056,metaworld,True,57,0.5036276099999668,0,0,0,0,0.0,,True,False,,0.1,10.0,0.04000000000000001,0.0025000000000000005,0.010000000000000002,0,full
ACT,15,6000057,metaworld,True,49,0.5505798759986646,0,0,0,0,0.0,,True,False,,0.1,10.0,0.04000000000000001,0.0025000000000000005,0.010000000000000002,0,full
ACT,16,6000058,metaworld,True,56,0.5874630799989973,0,0,0,0,0.0,,True,False,,0.1,10.0,0.04000000000000001,0.0025000000000000005,0.010000000000000002,0,full
ACT,17,6000059,metaworld,True,57,0.32326160299999174,0,0,0,0,0.0,,True,False,,0.1,10.0,0.04000000000000001,0.0025000000000000005,0.010000000000000002,0,full
ACT,18,6000060,metaworld,True,47,0.4463982679990295,0,0,0,0,0.0,,True,False,,0.1,10.0,0.04000000000000001,0.0025000000000000005,0.010000000000000002,0,full
ACT,19,6000061,metaworld,True,52,0.5093809949994466,0,0,0,0,0.0,,True,False,,0.1,10.0,0.04000000000000001,0.0025000000000000005,0.010000000000000002,0,full
