Method,Success Rate,Success CI Lower,Success CI Upper,Recovery Rate,Recovery CI Lower,Recovery CI Upper,Recovery Definition,Post-Intervention Task Success Rate,Post-Intervention Task Success CI Lower,Post-Intervention Task Success CI Upper,Average Steps,Steps CI Lower,Steps CI Upper,Average Time (s),Episodes,Successes,Recovery Attempts,Recovery Successes,Detector Triggers,Intervened Episodes,Post-Intervention Task Successes,Backend,Benchmark Eligible,Noise Level,Noise (%),Action Noise Std,Observation Noise Std,Object Impulse Std (m),Condition Seed,Profile
REIM (ACT + Detector + Recovery),0.985,0.9568342712073097,0.9948857622067417,0.9577464788732394,0.9041095890410958,1.0,task_success_while_recovery_active_per_intervention,0.9577464788732394,0.882975839595153,0.9855267393795246,55.6,53.41,58.49549999999999,0.49249288756992426,200,197,71,68,71,71,68,metaworld,True,0.1,10.0,0.04000000000000001,0.0025000000000000005,0.010000000000000002,6000042,full
