Method,Success Rate,Success CI Lower,Success CI Upper,Recovery Rate,Recovery CI Lower,Recovery CI Upper,Recovery Definition,Post-Intervention Task Success Rate,Post-Intervention Task Success CI Lower,Post-Intervention Task Success CI Upper,Average Steps,Steps CI Lower,Steps CI Upper,Average Time (s),Episodes,Successes,Recovery Attempts,Recovery Successes,Detector Triggers,Intervened Episodes,Post-Intervention Task Successes,Backend,Benchmark Eligible,Profile,Noise Level,Action Noise Std,Observation Noise Std,Object Impulse Std (m)
ACT + RL Recovery,0.848,0.7982548908329247,0.8872123327182458,0.7877094972067039,0.7282496140982764,0.8466009997516144,task_success_while_recovery_active_per_intervention,0.7877094972067039,0.7220840643790162,0.8412455035665573,77.16,71.0587,84.0204,0.5078002794520071,250,212,179,141,179,179,141,metaworld,False,custom,0.2,0.08000000000000002,0.005000000000000001,0.020000000000000004
