Method,Success Rate,Success CI Lower,Success CI Upper,Recovery Rate,Recovery CI Lower,Recovery CI Upper,Recovery Definition,Post-Intervention Task Success Rate,Post-Intervention Task Success CI Lower,Post-Intervention Task Success CI Upper,Average Steps,Steps CI Lower,Steps CI Upper,Average Time (s),Episodes,Successes,Recovery Attempts,Recovery Successes,Detector Triggers,Intervened Episodes,Post-Intervention Task Successes,Backend,Benchmark Eligible,Noise Level,Noise (%),Action Noise Std,Observation Noise Std,Object Impulse Std (m),Condition Seed,Profile
REIM (ACT + Detector + Recovery),0.86,0.8051011913429243,0.9013301736654437,0.7647058823529411,0.6870229007633588,0.838999040614007,task_success_while_recovery_active_per_intervention,0.7647058823529411,0.6809611365892352,0.8318950326944439,74.05,67.51475,81.16575,0.5496123264949802,200,172,119,91,119,119,91,metaworld,True,0.2,20.0,0.08000000000000002,0.005000000000000001,0.020000000000000004,6000042,full
