Method,Success Rate,Success CI Lower,Success CI Upper,Recovery Rate,Recovery CI Lower,Recovery CI Upper,Recovery Definition,Post-Intervention Task Success Rate,Post-Intervention Task Success CI Lower,Post-Intervention Task Success CI Upper,Average Steps,Steps CI Lower,Steps CI Upper,Average Time (s),Episodes,Successes,Recovery Attempts,Recovery Successes,Detector Triggers,Intervened Episodes,Post-Intervention Task Successes,Backend,Benchmark Eligible,Noise Level,Noise (%),Action Noise Std,Observation Noise Std,Object Impulse Std (m),Condition Seed,Profile
REIM (ACT + Detector + Recovery),0.495,0.4264584535990475,0.5637299996647251,0.4631578947368421,0.39473684210526316,0.5315959252971136,task_success_while_recovery_active_per_intervention,0.46842105263157896,0.39879723320824195,0.5392965054944772,129.035,118.964375,138.760125,0.5121290916149337,200,99,190,88,190,190,89,metaworld,True,0.4,40.0,0.16000000000000003,0.010000000000000002,0.04000000000000001,6000042,full
