Method,Success Rate,Success CI Lower,Success CI Upper,Recovery Rate,Recovery CI Lower,Recovery CI Upper,Recovery Definition,Post-Intervention Task Success Rate,Post-Intervention Task Success CI Lower,Post-Intervention Task Success CI Upper,Average Steps,Steps CI Lower,Steps CI Upper,Average Time (s),Episodes,Successes,Recovery Attempts,Recovery Successes,Detector Triggers,Intervened Episodes,Post-Intervention Task Successes,Backend,Benchmark Eligible,Profile,Noise Level
REIM (ACT + Detector + Recovery),0.865,0.8107086162924745,0.9055342954521209,0.7378640776699029,0.6517832062600322,0.822918971238938,task_success_while_recovery_active_per_intervention,0.7378640776699029,0.6454813295611582,0.8131421349708442,73.595,66.948125,80.885375,0.1958798651651523,200,173,103,76,103,103,76,metaworld,False,custom,0.2
