Method,Success Rate,Success CI Lower,Success CI Upper,Recovery Rate,Recovery CI Lower,Recovery CI Upper,Recovery Definition,Post-Intervention Task Success Rate,Post-Intervention Task Success CI Lower,Post-Intervention Task Success CI Upper,Average Steps,Steps CI Lower,Steps CI Upper,Average Time (s),Episodes,Successes,Recovery Attempts,Recovery Successes,Detector Triggers,Intervened Episodes,Post-Intervention Task Successes,Backend,Benchmark Eligible,Profile,Noise Level
REIM (ACT + Detector + Recovery),0.87,0.8163364812775159,0.9097179772033067,0.7475728155339806,0.6632653061224489,0.8315815528921313,task_success_while_recovery_active_per_intervention,0.7475728155339806,0.6558210776288516,0.8215217119860896,73.56,67.08975000000001,80.87025,0.7046637841549364,200,174,103,77,103,103,77,metaworld,False,custom,0.2
