epoch,train_loss,validation_loss,train_l1,validation_l1,train_kl,validation_kl,learning_rate
1,46.079238311778866,0.4342586868044192,0.26131928306535857,0.17834452656006153,4.5817919050359865,0.025591416392134473,0.0001
2,1.255530052460157,0.18444960704929506,0.15388898983509583,0.12769544280005168,0.11016410661960495,0.005675416326140202,0.0001
3,0.355115860171572,0.14196954659174524,0.12273076800464174,0.10558151927065844,0.0232385092403894,0.003638802715677652,0.0001
4,0.25039054709073355,0.13727900412938132,0.10876285467715659,0.09612968871709467,0.014162769235295834,0.004114931554561553,0.0001
5,0.2070862115223027,0.12308528341130427,0.09948785642724066,0.0847235286471941,0.010759835518598998,0.0038361755350034715,0.0001
6,0.17749883525470306,0.11633720632908967,0.09279426182868213,0.08034203135709268,0.008470457324140965,0.0035995173866416436,0.0001
7,0.15862323861767555,0.09625571335774069,0.0873259556584457,0.07446098653941108,0.00712972828710573,0.002179472624215481,0.0001
8,0.14169532807885543,0.09858568305305472,0.0830832860438076,0.06881755145454917,0.005861204187799046,0.00297681311232925,0.0001
9,0.13066829463257593,0.0870454396839913,0.08015944303933685,0.06837869731683428,0.00505088515835952,0.0018666742896067863,0.0001
10,0.12025592011019323,0.08279344729326119,0.07655226556066225,0.06366542008382657,0.004370365428914641,0.0019128026853321768,0.0001
11,0.11221304555704607,0.08070968818135274,0.07409296294993903,0.06291530931558317,0.0038120082390808757,0.001779437799633554,0.0001
12,0.10509055866115898,0.08146178642245684,0.07123505610686082,0.06054901479285035,0.003385550258460747,0.002091277164519617,0.0001
13,0.09841004629018744,0.07125299361020007,0.06831813971760005,0.05861363344873217,0.0030091906585675504,0.0012639359857493872,0.0001
14,0.0935547995055921,0.06540432563792957,0.066353699952893,0.05617939549287329,0.002720109969942373,0.0009224929958227568,0.0001
15,0.09017276459720713,0.06326524642654352,0.06444031654818523,0.05622551689404099,0.0025732447961538192,0.0007039729367895294,0.0001
16,0.08563464084232347,0.06010551195132807,0.06307123112078955,0.05410730299105432,0.002256340970637927,0.0005998208829679247,0.0001
17,0.08295650848534686,0.058955943149554386,0.061576858460462305,0.05483624547461018,0.0021379649991819846,0.0004119698073526559,0.0001
18,0.07949612327140464,0.0611575874144136,0.060130289584927304,0.05279434586369639,0.001936583357832819,0.0008363241345514942,0.0001
19,0.07768373070119401,0.057581657158342126,0.05923477162403115,0.05023328560291739,0.0018448959016544226,0.0007348371238731508,0.0001
20,0.07452469689429865,0.05705451028882184,0.05774118432764118,0.051898783410952096,0.0016783512412355496,0.0005155726702201259,0.0001
21,0.06985439396512931,0.058840740102677126,0.056940685803368245,0.05080776900300084,0.0012913708202747529,0.0008032971417247986,0.0001
22,0.06734234165157792,0.05432747181978891,0.055587478048173634,0.04904403161894554,0.0011754863323387551,0.0005283440055042736,0.0001
23,0.0636071247329726,0.055236219816192554,0.05436039443772573,0.04752246404928024,0.0009246730233939398,0.0007713755527697326,0.0001
24,0.06298101198523355,0.06143485903478616,0.053561295200822624,0.047040443099145936,0.0009419716723792299,0.0014394415192804317,0.0001
25,0.061673468805452776,0.05251704359272484,0.05220674069807727,0.04616181243031675,0.0009466728153183902,0.0006355231586793842,0.0001
26,0.05879098947363845,0.05183355732113107,0.051946345121550136,0.0454531612574701,0.0006844644438538744,0.0006380396185681154,0.0001
27,0.05755827040273762,0.05117224038157203,0.050430750904174954,0.0454340432019771,0.0007127519495807279,0.0005738197003728483,0.0001
28,0.05660269454606539,0.049155045728918684,0.04977101112919799,0.045764681511775464,0.0006831683460953673,0.0003390364105553278,0.0001
