epoch,train_mse,validation_mse,train_mae,validation_mae,learning_rate
108.0,0.017221649136734254,0.020003757499792434,0.06336720523032414,0.06785793082443427,0.0003
109.0,0.01712947502469473,0.020071218386579683,0.06308391866059068,0.06717111268320697,0.0003
110.0,0.016890003213579804,0.02040800774195687,0.06233835620996442,0.06958020045297766,0.0003
111.0,0.0169439830709222,0.01937433921353593,0.06273267740807853,0.06824013440671779,0.0003
112.0,0.016946199701173947,0.02023164628015834,0.06282733790610018,0.07025270765811686,0.0003
113.0,0.016880495440784453,0.02075266321185045,0.06260219031919442,0.07111628171869952,0.0003
114.0,0.016825058634548307,0.018867942057218125,0.062492402179091765,0.06556230187300403,0.0003
115.0,0.01660137300202672,0.019909855128184505,0.06156370002311788,0.0696883915389916,0.0003
116.0,0.016775372494518534,0.019630821107204793,0.06219972602682113,0.06878714625204646,0.0003
117.0,0.016653059424187457,0.0196233392909697,0.06187468259741516,0.06763425624048727,0.0003
118.0,0.01665243393036156,0.019069661748159848,0.06203101056539446,0.06996140754608397,0.0003
119.0,0.016515890574905177,0.01914716715511177,0.06158854636337848,0.06645796821580066,0.0003
120.0,0.016603581240285662,0.01841770695925522,0.06191525149694013,0.06511968945466112,0.0003
