benchmark,threshold,task_macro_precision,task_macro_recall,task_macro_f1,micro_precision,micro_recall,micro_f1,predicted_positive_rate,precision_constraint_satisfied,selected,task_macro_auroc,task_macro_auprc,task_macro_ece,micro_auroc,micro_auprc,micro_ece
MT10,0.01,0.2746826003971183,1.0,0.42867498053030967,0.2766720120743326,1.0,0.43342692478203043,0.9993505881367116,False,False,0.7891002333182188,0.6056413946813385,0.13753172469303357,0.79411455331281,0.619156179752127,0.13703713810778567
MT10,0.02,0.27866986802839755,1.0,0.4336266237270842,0.28092374820411853,1.0,0.4386268091258038,0.9842255763530287,False,False,0.7891002333182188,0.6056413946813385,0.13753172469303357,0.79411455331281,0.619156179752127,0.13703713810778567
MT10,0.03,0.2830324121142387,0.998952164434411,0.43886070965377044,0.28528466805854547,0.9990529226806076,0.44383109779700103,0.9682626137780059,False,False,0.7891002333182188,0.6056413946813385,0.13753172469303357,0.79411455331281,0.619156179752127,0.13703713810778567
MT10,0.04,0.288208251546964,0.9972230958031482,0.44504467123869046,0.2903339617856867,0.9975754820623556,0.44976771196283394,0.9500162352965822,False,False,0.7891002333182188,0.6056413946813385,0.13753172469303357,0.79411455331281,0.619156179752127,0.13703713810778567
MT10,0.05,0.2940134257792114,0.9952546972267555,0.45186086583866886,0.29581331503088537,0.9959843921657764,0.45614796051147694,0.9309319060238187,False,False,0.7891002333182188,0.6056413946813385,0.13753172469303357,0.79411455331281,0.619156179752127,0.13703713810778567
MT10,0.060000000000000005,0.2997815902507669,0.9920998579492976,0.458349333945019,0.30110008727205917,0.9933325756714778,0.4621214123950265,0.9121513339129159,False,False,0.7891002333182188,0.6056413946813385,0.13753172469303357,0.79411455331281,0.619156179752127,0.13703713810778567
MT10,0.06999999999999999,0.3052480245843101,0.9889107428126778,0.46436105106354264,0.30591785885573247,0.9907186422699549,0.4674841800436167,0.8954237412407956,False,False,0.7891002333182188,0.6056413946813385,0.13753172469303357,0.79411455331281,0.619156179752127,0.13703713810778567
MT10,0.08,0.31039491236079964,0.9858640158389299,0.46987967836133093,0.31035795887281037,0.9879910595901049,0.4723396933776455,0.8801835112233034,False,False,0.7891002333182188,0.6056413946813385,0.13753172469303357,0.79411455331281,0.619156179752127,0.13703713810778567
MT10,0.09,0.3158410934165957,0.9823228376698264,0.4755116061960371,0.31492361927144535,0.9848088797969466,0.4772360111616977,0.8646290496590587,False,False,0.7891002333182188,0.6056413946813385,0.13753172469303357,0.79411455331281,0.619156179752127,0.13703713810778567
MT10,0.09999999999999999,0.3209643191151528,0.9789836346327796,0.48076067587393323,0.3192666428457018,0.9816267000037883,0.4818237602037971,0.8501115521990971,False,False,0.7891002333182188,0.6056413946813385,0.13753172469303357,0.79411455331281,0.619156179752127,0.13703713810778567
MT10,0.11,0.32632652087398195,0.9753748762850172,0.48615773605249996,0.32377907341232526,0.9782551047467515,0.486528751224659,0.8353845670413005,False,False,0.7891002333182188,0.6056413946813385,0.13753172469303357,0.79411455331281,0.619156179752127,0.13703713810778567
MT10,0.12,0.3311715909411738,0.9719616185764218,0.4909390837223137,0.3278678081842736,0.9749213925824904,0.4907092259436166,0.8221554189230238,False,False,0.7891002333182188,0.6056413946813385,0.13753172469303357,0.79411455331281,0.619156179752127,0.13703713810778567
MT10,0.13,0.3359060468096355,0.9664440938930585,0.4952924585396291,0.3319243286697872,0.9697692919649961,0.49457109737248833,0.8078159860062217,False,False,0.7891002333182188,0.6056413946813385,0.13753172469303357,0.79411455331281,0.619156179752127,0.13703713810778567
MT10,0.14,0.3409554667781353,0.9617308062035559,0.500026260155284,0.3362892583795197,0.9654127362957912,0.49882067392857493,0.7937488870966053,False,False,0.7891002333182188,0.6056413946813385,0.13753172469303357,0.79411455331281,0.619156179752127,0.13703713810778567
MT10,0.15000000000000002,0.34595685012578997,0.9574242544220969,0.5046686601302166,0.340643412205237,0.9615107777398947,0.5030622559609934,0.7804359438991946,False,False,0.7891002333182188,0.6056413946813385,0.13753172469303357,0.79411455331281,0.619156179752127,0.13703713810778567
