Method,Success Rate,Success CI Lower,Success CI Upper,Recovery Rate,Recovery CI Lower,Recovery CI Upper,Recovery Definition,Post-Intervention Task Success Rate,Post-Intervention Task Success CI Lower,Post-Intervention Task Success CI Upper,Average Steps,Steps CI Lower,Steps CI Upper,Average Time (s),Episodes,Successes,Recovery Attempts,Recovery Successes,Detector Triggers,Intervened Episodes,Post-Intervention Task Successes,Backend,Benchmark Eligible,Profile,Noise Level,Action Noise Std,Observation Noise Std,Object Impulse Std (m),Episode Bank SHA256,Episode Bank File SHA256,Episode Offset,CRN Episode Specifications Verified
REIM (ACT + Detector + Recovery),0.905,0.8563983883518006,0.9383368972826135,0.8503937007874016,0.7856995277449823,0.9097744360902256,task_success_while_recovery_active_per_intervention,0.8503937007874016,0.7781297358041737,0.9020827962340554,69.265,63.84,75.435125,0.2513805569350734,200,181,127,108,127,127,108,metaworld,False,custom,0.2,0.08000000000000002,0.005000000000000001,0.020000000000000004,bce931c8f7f4b2ca6d96ac63f5e3bd3c7b1a2d9a694728801ff6b1a12baf8802,63679756c58e9f92045f137509620db649c1f612a4711bf15cd73cb3adbf2fa8,0,True
