method,episode,seed,backend,success,steps,elapsed_seconds,recovery_attempts,recovery_successes,detector_triggers,recovery_steps,failure_probability_max,recovery_definition,terminated,truncated,failure_reason,episode_specification_sha256,episode_bank_sha256,metaworld_task_sha256,retry_specification_sha256s,retry_task_sha256s,Profile,noise_level,Benchmark Eligible
ACT + Detector,859,8000901,metaworld,True,57,0.23220965799919213,0,0,1,0,0.2570524513721466,,True,False,,2095cc310e89d08632505606b15f6799522c6d06d0b769c548ba20781f2cec54,8c503c07dc6dcdd904e948f14d270410c2fbd4d9796f8d9e08451dc34c7d4399,588df85fb38ef87f822932ad2f702be807974873e4a07ea43084bbdeeaac6604,,,full,0.2,True
ACT + Detector,860,8000902,metaworld,True,55,0.22569901799943182,0,0,0,0,0.14558570086956024,,True,False,,177e6a685249f4eb1ae4267e07282462832cf7184ee1b90c0917bd2a1b3803f8,8c503c07dc6dcdd904e948f14d270410c2fbd4d9796f8d9e08451dc34c7d4399,3183afb500ebb9a5af177cccb5b5889a8321eb35261f8ec571269f8b5ed9cd1a,,,full,0.2,True
ACT + Detector,861,8000903,metaworld,True,54,0.2193345119994774,0,0,0,0,0.18160779774188995,,True,False,,8d90b48bab2c373b348b32d7cfd5d7112ec7dc83a5676cfefbf90197dd7d94e4,8c503c07dc6dcdd904e948f14d270410c2fbd4d9796f8d9e08451dc34c7d4399,6943489118fc060756e24fd47685e2c10173293d54af0af7e8afa9e287c9c5f1,,,full,0.2,True
ACT + Detector,862,8000904,metaworld,False,200,0.8163864189991727,0,0,1,0,0.9939768314361572,,False,True,timeout,95540341b961c8f2207a5bcb754bb95db31868d5769f0e1d87340b342c165ed7,8c503c07dc6dcdd904e948f14d270410c2fbd4d9796f8d9e08451dc34c7d4399,bb2c6b1aed959fa3ddddb1c215ce67cbb5b0ec080eb65fb58e06b7776849a096,,,full,0.2,True
ACT + Detector,863,8000905,metaworld,False,200,0.8088770419999491,0,0,1,0,0.9996304512023926,,False,True,timeout,8cada6e909eb15f5faaca21a606fc2ebe35767caa4c5a0fa02c208d685188629,8c503c07dc6dcdd904e948f14d270410c2fbd4d9796f8d9e08451dc34c7d4399,27e1ed8c670f23dae46752497e383610e58c248d638e3b9b707808a32ce33d4e,,,full,0.2,True
ACT + Detector,864,8000906,metaworld,False,200,0.8076099099998828,0,0,1,0,0.9872881174087524,,False,True,object_dropped,e9b7e53992b136e0066f51be022b56024b5c287bdac21a74a72695b2170e7384,8c503c07dc6dcdd904e948f14d270410c2fbd4d9796f8d9e08451dc34c7d4399,742509487aeb71d366f1ddafa1cb12db2f7cfefe17c4ca89c98cffb67c1c8619,,,full,0.2,True
ACT + Detector,865,8000907,metaworld,False,200,0.8078637830003572,0,0,1,0,0.8584721684455872,,False,True,timeout,36663ad46e66dbd7aa34e0cae2f51d5872c70fe007b4fb8b371df0334d3857e1,8c503c07dc6dcdd904e948f14d270410c2fbd4d9796f8d9e08451dc34c7d4399,39001749c902e2ab9d015efb8c7644faffff99810b709d3203dc359d5eacdcbd,,,full,0.2,True
ACT + Detector,866,8000908,metaworld,False,200,0.8114293739999994,0,0,1,0,0.596279501914978,,False,True,timeout,f747282f01cd45e3b93542bcae8458009921ed37e697fede137dac87bc74cb69,8c503c07dc6dcdd904e948f14d270410c2fbd4d9796f8d9e08451dc34c7d4399,742509487aeb71d366f1ddafa1cb12db2f7cfefe17c4ca89c98cffb67c1c8619,,,full,0.2,True
ACT + Detector,867,8000909,metaworld,True,52,0.21964934800053015,0,0,0,0,0.13293275237083435,,True,False,,b77be07027535fc3e2a63f4d8b61634f990600e1b9ac2d0b4bc073a450becf08,8c503c07dc6dcdd904e948f14d270410c2fbd4d9796f8d9e08451dc34c7d4399,56b7f182edcfeefa9301e1edd53d7f36e4418de7e6df1b54b0f0c298cde1b3cd,,,full,0.2,True
ACT + Detector,868,8000910,metaworld,False,200,0.8740484910013038,0,0,1,0,0.9848509430885315,,False,True,timeout,d9e4528b24e13e120fb99284c2b4a0e1487e40d9866b26e71c2b04aa2dc6f1a6,8c503c07dc6dcdd904e948f14d270410c2fbd4d9796f8d9e08451dc34c7d4399,0f719f94ef165c0b816b8b10c3f4f5fcf802c9f5a25141035590310315749280,,,full,0.2,True
ACT + Detector,869,8000911,metaworld,True,56,0.21852509699965594,0,0,0,0,0.09382376819849014,,True,False,,fe6481faedc730492e806ac603a6c577132effc630d5d6c3f48bfda89b4b4745,8c503c07dc6dcdd904e948f14d270410c2fbd4d9796f8d9e08451dc34c7d4399,f6a9ed9055e00c868d6771022c2c557a6a48990bdacbed585d07cde857d4755a,,,full,0.2,True
ACT + Detector,870,8000912,metaworld,True,53,0.2076932210002269,0,0,0,0,0.16842462122440338,,True,False,,b98d8612d5c3936c1707a397b07b6d588b7a48828fceaf5c36cd8511a36c320c,8c503c07dc6dcdd904e948f14d270410c2fbd4d9796f8d9e08451dc34c7d4399,5e1df472084de78052388a34f03cad3de438ca9b5dc801b5759dd57c66a7482a,,,full,0.2,True
ACT + Detector,871,8000913,metaworld,True,60,0.23383250199913164,0,0,0,0,0.12097377330064774,,True,False,,461d9a03b1dd516ed1414709a738926161a97816141de902c8876d96b7923ff7,8c503c07dc6dcdd904e948f14d270410c2fbd4d9796f8d9e08451dc34c7d4399,a0b103bf3e43f4aa92753185301eba5e2e31594285004b99f51a59b33bd2d620,,,full,0.2,True
ACT + Detector,872,8000914,metaworld,False,200,0.8024701940012164,0,0,1,0,0.9588876366615295,,False,True,timeout,48ea924c95fb5343f2250e4b889a5b800f7310017aa2b79787a773860f2db012,8c503c07dc6dcdd904e948f14d270410c2fbd4d9796f8d9e08451dc34c7d4399,504c23f653f6cdee9d659d9320b164606b319d4f0e9cdf0f3a87e2fc7a98160a,,,full,0.2,True
ACT + Detector,873,8000915,metaworld,False,200,0.7913661649981805,0,0,1,0,0.9984071850776672,,False,True,timeout,2bab1359919545c6c8d8b1ce09ec25b33ad0613e73c121e7f75ddd553635b820,8c503c07dc6dcdd904e948f14d270410c2fbd4d9796f8d9e08451dc34c7d4399,942fb6a87dc1e3eb7bf7bb111c97e7096138256b4a9a6b4c62a012fabe8bec38,,,full,0.2,True
ACT + Detector,874,8000916,metaworld,False,200,0.7726867199999106,0,0,1,0,0.999193012714386,,False,True,timeout,ac4e7f69745cf130c04f56514a93b561c0242689e07143cb4a4706d011a66e1a,8c503c07dc6dcdd904e948f14d270410c2fbd4d9796f8d9e08451dc34c7d4399,aa1f17aacdf569c3a2930a2ebbf742ff43f8d3acfc772731a5c344cabcd52570,,,full,0.2,True
ACT + Detector,875,8000917,metaworld,False,200,0.8029560539980594,0,0,1,0,0.9962009787559509,,False,True,timeout,c140e4b04a8fba52eb9ec1c6aa2ec94334a5903b90a88a18cce809b40126a07c,8c503c07dc6dcdd904e948f14d270410c2fbd4d9796f8d9e08451dc34c7d4399,64ee837add19202e84553431fdab118462cf5265eeae19a4d044b5a6818f771d,,,full,0.2,True
ACT + Detector,876,8000918,metaworld,True,61,0.2738231449984596,0,0,0,0,0.16596192121505737,,True,False,,37a841a47eaf4da1a09c241fa95c521016e7b0c70f35f4af5193a04f742067a5,8c503c07dc6dcdd904e948f14d270410c2fbd4d9796f8d9e08451dc34c7d4399,5732f26a5a3acd61cb38107328c80d8fadad8368570aba69b803668406e8f53d,,,full,0.2,True
ACT + Detector,877,8000919,metaworld,False,200,0.8264202089994797,0,0,1,0,0.8611639142036438,,False,True,timeout,f19f0435fc4c41a1955269170d95c8453e8842307ec2e29bbc545a5c527c15fb,8c503c07dc6dcdd904e948f14d270410c2fbd4d9796f8d9e08451dc34c7d4399,0cda21f8ffacf0a1e40e7b0e858a8e2ddc276972106d4bced99d4404b4a13fd8,,,full,0.2,True
ACT + Detector,878,8000920,metaworld,False,200,0.8077364529999613,0,0,1,0,0.998213529586792,,False,True,timeout,6413a416a0317a3a420e29eb9c78ad8f88235a4313fd583ec238f555ff2a04a5,8c503c07dc6dcdd904e948f14d270410c2fbd4d9796f8d9e08451dc34c7d4399,35203d16cfa98b5f2e002fcb1ffde2400abf9459c161f6a289efa0c46eddb36f,,,full,0.2,True
ACT + Detector,879,8000921,metaworld,False,200,0.7872163600004569,0,0,1,0,0.5385736227035522,,False,True,timeout,5067cdae565122700476610da3e536b18e7c871b638327b5e43abe2571c4027e,8c503c07dc6dcdd904e948f14d270410c2fbd4d9796f8d9e08451dc34c7d4399,a8cfe6e2276fbd15230c5555255b87d17333bdd29f84f687df7405d0311fae7f,,,full,0.2,True
ACT + Detector,880,8000922,metaworld,False,200,0.7897411580015614,0,0,1,0,0.9996113181114197,,False,True,object_dropped,810ad617e932b1ec987059d98c55be2f621a0df3fc0f93efccacd46b6eb87c55,8c503c07dc6dcdd904e948f14d270410c2fbd4d9796f8d9e08451dc34c7d4399,1c856fdcb5da12c3fa2d15b38741aa980fa3a47e64fb99f8635817590128f9ea,,,full,0.2,True
ACT + Detector,881,8000923,metaworld,True,49,0.2045880900004704,0,0,1,0,0.2584126889705658,,True,False,,51503d39f5491dd18ef9c53c7a766b7cb87cd263002765cca7ef59637a8414d1,8c503c07dc6dcdd904e948f14d270410c2fbd4d9796f8d9e08451dc34c7d4399,08a97a6dfa17f78b5cc5b1351d60038e4a40a68fc93722672482714333b1d9b5,,,full,0.2,True
ACT + Detector,882,8000924,metaworld,False,200,0.8178079209974385,0,0,1,0,0.5518674254417419,,False,True,timeout,7db17eb168b9ac33773648e47ad5ecfd5741256328c6fac46277c19931ead506,8c503c07dc6dcdd904e948f14d270410c2fbd4d9796f8d9e08451dc34c7d4399,08a97a6dfa17f78b5cc5b1351d60038e4a40a68fc93722672482714333b1d9b5,,,full,0.2,True
ACT + Detector,883,8000925,metaworld,True,57,0.2242917440016754,0,0,1,0,0.24104316532611847,,True,False,,06fcf120965317acfebd7f21ef14440c42294e4c11da5e1ccdbcc4d8726c44bd,8c503c07dc6dcdd904e948f14d270410c2fbd4d9796f8d9e08451dc34c7d4399,2eb279a724955c1a9d173681940490ec9cc8ed4fdc15a95533884a23d4ccdb4e,,,full,0.2,True
ACT + Detector,884,8000926,metaworld,True,60,0.23043400799724623,0,0,0,0,0.16683979332447052,,True,False,,f456444d72c34a8bd52a5419d4d7e484c2767caabc0d7e36c47a125890a20880,8c503c07dc6dcdd904e948f14d270410c2fbd4d9796f8d9e08451dc34c7d4399,1c856fdcb5da12c3fa2d15b38741aa980fa3a47e64fb99f8635817590128f9ea,,,full,0.2,True
ACT + Detector,885,8000927,metaworld,False,200,0.827713094997307,0,0,1,0,0.9954038858413696,,False,True,object_dropped,375d7e09224a2709e43842dc9163643f3eef2af8f9e0e6d7dd181b9bb1376186,8c503c07dc6dcdd904e948f14d270410c2fbd4d9796f8d9e08451dc34c7d4399,4e97203f8ce1a96cef19545d4c4c300d0de39e4f94bd1941cef7ebc3dd48be02,,,full,0.2,True
ACT + Detector,886,8000928,metaworld,True,56,0.23163225700045587,0,0,1,0,0.21253249049186707,,True,False,,28b0045afc2d86e4dfe9dcb905805a5713d538e5d89189faa4b6f6d3f3081fbb,8c503c07dc6dcdd904e948f14d270410c2fbd4d9796f8d9e08451dc34c7d4399,7c3391ee418e26d47c002810bc00065e4dd0b6728c969d2338ad549ad01ebb0a,,,full,0.2,True
