epoch,train_loss,validation_loss,accuracy,precision,recall,f1,learning_rate
1,0.7851895109055963,0.8199501338297387,0.7184612130678121,0.5032750979444519,0.7006370338558442,0.5857789161240904,0.0005
2,0.673700684904599,0.8635403300951534,0.7149144214499544,0.4988022303999021,0.7004795648128266,0.5826833537754386,0.0005
3,0.6020911920459611,0.9550033833355887,0.7103711115449695,0.49313803114278176,0.6954548708038079,0.5770777280853364,0.0005
4,0.5370767135252329,1.0768784184048112,0.7043838669790446,0.4856006526616357,0.6816691718559874,0.5671679123365989,0.0005
5,0.4818964012905239,1.2172803579015408,0.7077476246257972,0.48905741432782823,0.6388375921551785,0.554002383553481,0.0005
6,0.43482270784135996,1.3457776174932568,0.7004262657815957,0.479880885516569,0.6482427886335982,0.551498617691118,0.0005
7,0.39639660928568976,1.510014144855754,0.7057789925810231,0.4861410584410506,0.622918903442846,0.5460957305288522,0.0005
8,0.36381749064055663,1.6516643113710134,0.6992711180528439,0.47781365865327113,0.6290888268556295,0.5431142090887743,0.0005
9,0.33680253295223334,1.7976319162885643,0.704615710009111,0.48394210569077384,0.5968792498747405,0.5345101658846756,0.0005
10,0.31344145707280957,1.8999829513400106,0.7044204737732657,0.4836752919890047,0.59697945744757,0.5343875341184311,0.0005
11,0.2922134730345815,2.1278157369180937,0.7113594949889366,0.49317865885913226,0.5739030849617064,0.530487482136241,0.0005
