benchmark,threshold,task_macro_precision,task_macro_recall,task_macro_f1,micro_precision,micro_recall,micro_f1,predicted_positive_rate,precision_constraint_satisfied,selected,task_macro_auroc,task_macro_auprc,task_macro_ece,micro_auroc,micro_auprc,micro_ece
MT50,0.01,0.29097498509925446,0.9995251102480228,0.4493099795048894,0.29140944527331697,0.9995587062976882,0.4512595415554724,0.9769523315263886,False,False,0.7867646183242374,0.6206099856274965,0.14073624098344348,0.7869610568078108,0.6162928429860048,0.13606273261936044
MT50,0.02,0.29642762992320754,0.9975231011836265,0.45563477740368846,0.2967406099633988,0.9977294727252022,0.4574332868319505,0.9576449171062394,False,False,0.7867646183242374,0.6206099856274965,0.14073624098344348,0.7869610568078108,0.6162928429860048,0.13606273261936044
MT50,0.03,0.30098713756188805,0.9952610968243049,0.46077094485424036,0.30114306625909504,0.9957080628629996,0.46242868192967035,0.941733126284762,False,False,0.7867646183242374,0.6206099856274965,0.14073624098344348,0.7869610568078108,0.6162928429860048,0.13606273261936044
MT50,0.04,0.3050746467664731,0.9932036050031402,0.46529722959526654,0.305002926965654,0.9938645940097939,0.466762938152256,0.928093869226933,False,False,0.7867646183242374,0.6206099856274965,0.14073624098344348,0.7869610568078108,0.6162928429860048,0.13606273261936044
MT50,0.05,0.3090115357883214,0.991198854641865,0.46959347533352364,0.3086778763100311,0.9920068898758684,0.4708451855705627,0.915330378971866,False,False,0.7867646183242374,0.6206099856274965,0.14073624098344348,0.7869610568078108,0.6162928429860048,0.13606273261936044
MT50,0.060000000000000005,0.3128667381959517,0.9887978325885682,0.4737050404718739,0.3122341930471413,0.9897150096799909,0.47470802508543314,0.9028142117490604,False,False,0.7867646183242374,0.6206099856274965,0.14073624098344348,0.7869610568078108,0.6162928429860048,0.13606273261936044
MT50,0.06999999999999999,0.31665352000780755,0.9861274622523186,0.4776503927444225,0.3156967413696946,0.9871028356679193,0.47839307612570736,0.890555503748363,False,False,0.7867646183242374,0.6206099856274965,0.14073624098344348,0.7869610568078108,0.6162928429860048,0.13606273261936044
MT50,0.08,0.3204621873932412,0.982870532945214,0.48150059928795325,0.3191692737494661,0.9839212504270585,0.48198866479199326,0.8780271730977413,False,False,0.7867646183242374,0.6206099856274965,0.14073624098344348,0.7869610568078108,0.6162928429860048,0.13606273261936044
MT50,0.09,0.3243960614209452,0.979454206819874,0.4854305909033535,0.3227636067171452,0.9806044300193599,0.4856700696579147,0.8653224727437855,False,False,0.7867646183242374,0.6206099856274965,0.14073624098344348,0.7869610568078108,0.6162928429860048,0.13606273261936044
MT50,0.09999999999999999,0.32830908911380724,0.9757041791350513,0.4892411677783031,0.32635030231269807,0.9769673157954675,0.48926458820111673,0.8526380447695233,False,False,0.7867646183242374,0.6206099856274965,0.14073624098344348,0.7869610568078108,0.6162928429860048,0.13606273261936044
MT50,0.11,0.3322092801525132,0.9714729129962375,0.49293144472850164,0.32993921486266614,0.9728106138253046,0.4927551907012629,0.8397752198539578,False,False,0.7867646183242374,0.6206099856274965,0.14073624098344348,0.7869610568078108,0.6162928429860048,0.13606273261936044
MT50,0.12,0.33623862561595935,0.9671078728603623,0.49669090971496266,0.33362754400288325,0.9685471472497438,0.49629901142847754,0.8268515777993115,False,False,0.7867646183242374,0.6206099856274965,0.14073624098344348,0.7869610568078108,0.6162928429860048,0.13606273261936044
MT50,0.13,0.34028282728594617,0.9625801889388897,0.5003997146969296,0.33735695874684035,0.9641840337091447,0.4998293487024045,0.8140272704051638,False,False,0.7867646183242374,0.6206099856274965,0.14073624098344348,0.7869610568078108,0.6162928429860048,0.13606273261936044
MT50,0.14,0.3442761070101911,0.957826377020936,0.5039662652357604,0.3410763080659852,0.9595077439927115,0.5032590678991146,0.8012455350083725,False,False,0.7867646183242374,0.6206099856274965,0.14073624098344348,0.7869610568078108,0.6162928429860048,0.13606273261936044
MT50,0.15000000000000002,0.3483914646065319,0.9530252799278369,0.5075942428940959,0.3449005512361677,0.9548101013551987,0.506750528860683,0.7884820447533054,False,False,0.7867646183242374,0.6206099856274965,0.14073624098344348,0.7869610568078108,0.6162928429860048,0.13606273261936044
MT50,0.16,0.3527506431881628,0.947828231929258,0.5113658360873686,0.34896250150381053,0.9497067532171735,0.5103871414418447,0.7751387644390024,False,False,0.7867646183242374,0.6206099856274965,0.14073624098344348,0.7869610568078108,0.6162928429860048,0.13606273261936044
MT50,0.17,0.3570354531482364,0.9427745571139704,0.5150089605513397,0.35298482257545494,0.944717287324906,0.5139405438370618,0.7622799939993756,False,False,0.7867646183242374,0.6206099856274965,0.14073624098344348,0.7869610568078108,0.6162928429860048,0.13606273261936044
MT50,0.18000000000000002,0.3613571998616665,0.9369975070875067,0.518525951636005,0.35706919931036163,0.9390018221159321,0.5173923700646123,0.7490015853000921,False,False,0.7867646183242374,0.6206099856274965,0.14073624098344348,0.7869610568078108,0.6162928429860048,0.13606273261936044
