epoch,train_loss,validation_loss,accuracy,precision,recall,f1,learning_rate
1,0.7845472515097932,0.8130117052593755,0.7164372226593871,0.5032972590270052,0.7052195972279305,0.587389556810737,0.0005
2,0.6746668989968395,0.8505959255236625,0.7078421987685468,0.4929007655752461,0.7217443063448648,0.5857650590630428,0.0005
3,0.6061644896861123,0.9282253827153513,0.709342981609326,0.4944574125160417,0.6934708975212936,0.5772938025742972,0.0005
4,0.5421922447233025,1.0235123447994383,0.6945582425427318,0.477092672746947,0.6998341860234407,0.5673857467038176,0.0005
5,0.4871646213208743,1.170014187450983,0.7001760377710535,0.48280771476272905,0.668031915647454,0.5605141742770168,0.0005
6,0.4405094332445538,1.303492866242364,0.6955641726630377,0.4768651030620019,0.6563965930188064,0.5524101450917484,0.0005
7,0.40233459575077896,1.4245875818725204,0.6960549692136709,0.4771188480415241,0.6461501395955273,0.548916445942692,0.0005
8,0.3690309512823738,1.583694460742676,0.701287428307198,0.48301732970507555,0.6213489037853772,0.5435194942044258,0.0005
9,0.34197971854409004,1.7406956497422514,0.6981236158320421,0.47869394958910155,0.6150139595527274,0.5383584755855498,0.0005
10,0.3182318697617809,1.8046417612952077,0.6960711938930307,0.47622468192553413,0.620115928062244,0.5387276689526108,0.0005
11,0.2972378185247207,1.9609725821317914,0.7011900802310395,0.4822414522342505,0.5978656765068522,0.5338648443432044,0.0005
