epoch,train_loss,validation_loss,accuracy,precision,recall,f1,learning_rate
1,0.8304659209708591,0.8041648123381476,0.7433421489636509,0.48244534318035287,0.6905201342281879,0.5680273282495428,0.0005
2,0.6922428802690592,0.7981006164469349,0.743875187075876,0.4837262141437092,0.7144295302013423,0.5768670618120237,0.0005
3,0.6289261197221436,0.851164627716003,0.7128154663058409,0.4477477477477477,0.750503355704698,0.5608777429467084,0.0005
4,0.5638680460398678,0.9106622848680451,0.7405129466756873,0.47854689410257906,0.6895973154362416,0.565006701721827,0.0005
5,0.5082235006770902,0.9700430378296143,0.7302007093507186,0.46547115170416575,0.7011744966442953,0.5595126522961574,0.0005
6,0.45430456315905365,1.062813481714222,0.7398774012341882,0.47705819094276497,0.6698825503355704,0.5572614976620839,0.0005
7,0.407786656792788,1.1653787759890217,0.7314923016995715,0.4657749345740041,0.6718959731543624,0.550163146144599,0.0005
8,0.3628899896447499,1.2986113729665016,0.7199909793550239,0.4517007558915073,0.6817953020134229,0.5433939556031023,0.0005
9,0.32595723130553456,1.4408013111605016,0.7304262254751215,0.4621356830365395,0.6291946308724832,0.5328786102525844,0.0005
10,0.2915614759246407,1.6441071444723805,0.7441007032002788,0.4812115538914148,0.6037751677852349,0.5355707694597409,0.0005
11,0.2595691503874838,1.7460529952309587,0.7381142751706747,0.4721352127381885,0.6069630872483222,0.5311261195125533,0.0005
12,0.23205753583110553,1.9272297008291202,0.7360846300510486,0.46856238041828857,0.5958053691275168,0.5245780551759797,0.0005
