method,episode,seed,backend,success,steps,elapsed_seconds,recovery_attempts,recovery_successes,detector_triggers,recovery_steps,failure_probability_max,recovery_definition,terminated,truncated,failure_reason,episode_specification_sha256,episode_bank_sha256,metaworld_task_sha256,retry_specification_sha256s,retry_task_sha256s,Profile,noise_level,Benchmark Eligible
REIM (ACT + Detector + Recovery),0,8200042,metaworld,True,63,0.13577501899999334,1,1,1,53,0.3278278410434723,task_success_while_recovery_active_per_intervention,True,False,,c0a3385ef66f94cde333dfba729ca5a24c73a8474a4d0ba06d0c143c83a6fb00,bce931c8f7f4b2ca6d96ac63f5e3bd3c7b1a2d9a694728801ff6b1a12baf8802,06d355d7aff3b944ab4199c02a94c63d062e5c414c0b195f7b232b607e0ab1ed,,,custom,0.2,False
REIM (ACT + Detector + Recovery),1,8200043,metaworld,True,60,0.12480015899927821,1,1,1,52,0.5525578856468201,task_success_while_recovery_active_per_intervention,True,False,,1f182285e0b7869e348380d2868a8b21a057ae344e17f254d8cf064b9be6a82d,bce931c8f7f4b2ca6d96ac63f5e3bd3c7b1a2d9a694728801ff6b1a12baf8802,0f719f94ef165c0b816b8b10c3f4f5fcf802c9f5a25141035590310315749280,,,custom,0.2,False
REIM (ACT + Detector + Recovery),2,8200044,metaworld,True,54,0.11704788800125243,1,1,1,45,0.2335262894630432,task_success_while_recovery_active_per_intervention,True,False,,c98b4e4b21e47272b01d615e6896a631838f606772d4bf88f20862283dbd4217,bce931c8f7f4b2ca6d96ac63f5e3bd3c7b1a2d9a694728801ff6b1a12baf8802,56b7f182edcfeefa9301e1edd53d7f36e4418de7e6df1b54b0f0c298cde1b3cd,,,custom,0.2,False
REIM (ACT + Detector + Recovery),3,8200045,metaworld,True,53,0.1620710600000166,1,1,1,29,0.1997290998697281,task_success_while_recovery_active_per_intervention,True,False,,a928166e805238d69f2a7c170b1b3857d2a871334b47c040a69de0c3371abe1d,bce931c8f7f4b2ca6d96ac63f5e3bd3c7b1a2d9a694728801ff6b1a12baf8802,7c3391ee418e26d47c002810bc00065e4dd0b6728c969d2338ad549ad01ebb0a,,,custom,0.2,False
REIM (ACT + Detector + Recovery),4,8200046,metaworld,True,59,0.2851636049999797,0,0,0,0,0.13393354415893555,task_success_while_recovery_active_per_intervention,True,False,,85a495adc7db694f3ed36b0049febf350554de2acedfc6d009447b76d796156c,bce931c8f7f4b2ca6d96ac63f5e3bd3c7b1a2d9a694728801ff6b1a12baf8802,1c856fdcb5da12c3fa2d15b38741aa980fa3a47e64fb99f8635817590128f9ea,,,custom,0.2,False
REIM (ACT + Detector + Recovery),5,8200047,metaworld,True,57,0.1319755209988216,1,1,1,45,0.2445751279592514,task_success_while_recovery_active_per_intervention,True,False,,037cbd70a0156c5d565e4e5c96c10eab4add1082e965137952b2409bbb7cfcea,bce931c8f7f4b2ca6d96ac63f5e3bd3c7b1a2d9a694728801ff6b1a12baf8802,38329c6b97bbe7d133bf007c22742dca5f0cd7258f8d7199135c6c2371ae591d,,,custom,0.2,False
REIM (ACT + Detector + Recovery),6,8200048,metaworld,True,56,0.16126316300142207,1,1,1,35,0.23401044309139252,task_success_while_recovery_active_per_intervention,True,False,,01e54998cfce36766942f61aa439b3719f7594657df18a56508ec0512b0b59f9,bce931c8f7f4b2ca6d96ac63f5e3bd3c7b1a2d9a694728801ff6b1a12baf8802,6cb8d983459a8e57d4ae53a86da2394015cabba2d7c306dcaf7b14af979ca230,,,custom,0.2,False
REIM (ACT + Detector + Recovery),7,8200049,metaworld,True,53,0.25888597599987406,0,0,0,0,0.11437756568193436,task_success_while_recovery_active_per_intervention,True,False,,a61bdec739f4d37bfe849420030009a8dbe658763b4bc04461a651fd4ab39470,bce931c8f7f4b2ca6d96ac63f5e3bd3c7b1a2d9a694728801ff6b1a12baf8802,742509487aeb71d366f1ddafa1cb12db2f7cfefe17c4ca89c98cffb67c1c8619,,,custom,0.2,False
REIM (ACT + Detector + Recovery),8,8200050,metaworld,True,55,0.1504910170006042,1,1,1,36,0.19880978763103485,task_success_while_recovery_active_per_intervention,True,False,,7c2a993521d007406a85a6bef4a03f0e81a10ac96b7009448646fb5f86958b79,bce931c8f7f4b2ca6d96ac63f5e3bd3c7b1a2d9a694728801ff6b1a12baf8802,7c3391ee418e26d47c002810bc00065e4dd0b6728c969d2338ad549ad01ebb0a,,,custom,0.2,False
REIM (ACT + Detector + Recovery),9,8200051,metaworld,True,58,0.27881121200334746,0,0,0,0,0.15208671987056732,task_success_while_recovery_active_per_intervention,True,False,,f3ec4da9422b651bcc4f3d1f0980c2dbc27b8150f055888b600af6db65b18d10,bce931c8f7f4b2ca6d96ac63f5e3bd3c7b1a2d9a694728801ff6b1a12baf8802,a0b103bf3e43f4aa92753185301eba5e2e31594285004b99f51a59b33bd2d620,,,custom,0.2,False
REIM (ACT + Detector + Recovery),10,8200052,metaworld,True,61,0.2940065089969721,0,0,0,0,0.1514655500650406,task_success_while_recovery_active_per_intervention,True,False,,db53ed7dc5db213fef8b0b7a1bb0c1d585a0b4555c9a8facd81ecfae1a1bd7fb,bce931c8f7f4b2ca6d96ac63f5e3bd3c7b1a2d9a694728801ff6b1a12baf8802,1c856fdcb5da12c3fa2d15b38741aa980fa3a47e64fb99f8635817590128f9ea,,,custom,0.2,False
REIM (ACT + Detector + Recovery),11,8200053,metaworld,True,55,0.11238167099872953,1,1,1,48,0.526435911655426,task_success_while_recovery_active_per_intervention,True,False,,ce036068db18b512feeeaf57b73493c0f3d55dc94fb8ab3c7b7d7cb07d7d43e7,bce931c8f7f4b2ca6d96ac63f5e3bd3c7b1a2d9a694728801ff6b1a12baf8802,35aa26efb4a8651c1d8f46a573d3d4fea76add87b5c76a00531e1cea9ad04412,,,custom,0.2,False
REIM (ACT + Detector + Recovery),12,8200054,metaworld,True,54,0.11113964299875079,1,1,1,47,0.5225667357444763,task_success_while_recovery_active_per_intervention,True,False,,b33420805bc64ffe218af63900a3c9d41f9889439b22a3be0f520a2f152d204c,bce931c8f7f4b2ca6d96ac63f5e3bd3c7b1a2d9a694728801ff6b1a12baf8802,35aa26efb4a8651c1d8f46a573d3d4fea76add87b5c76a00531e1cea9ad04412,,,custom,0.2,False
REIM (ACT + Detector + Recovery),13,8200055,metaworld,True,51,0.24573533899820177,0,0,0,0,0.15840451419353485,task_success_while_recovery_active_per_intervention,True,False,,99316ee8d94048c280a0b5f9ec3053700a5ccd96cc523832f536abb892be35bf,bce931c8f7f4b2ca6d96ac63f5e3bd3c7b1a2d9a694728801ff6b1a12baf8802,6943489118fc060756e24fd47685e2c10173293d54af0af7e8afa9e287c9c5f1,,,custom,0.2,False
REIM (ACT + Detector + Recovery),14,8200056,metaworld,True,53,0.25348403500174754,0,0,0,0,0.1555403620004654,task_success_while_recovery_active_per_intervention,True,False,,d9a494a817eb5f473be072522db529ef6cfc9611ff46bf4082beaea009211998,bce931c8f7f4b2ca6d96ac63f5e3bd3c7b1a2d9a694728801ff6b1a12baf8802,acfaed29b052207b47b4b7fa76672795fd08de3add8565db05f141de82ece90b,,,custom,0.2,False
REIM (ACT + Detector + Recovery),15,8200057,metaworld,True,54,0.2622015730012208,0,0,0,0,0.12514081597328186,task_success_while_recovery_active_per_intervention,True,False,,799f037fa7ee362f6ca1849b1a8710c40dd5ba8c09b05352dd224f997caa5b87,bce931c8f7f4b2ca6d96ac63f5e3bd3c7b1a2d9a694728801ff6b1a12baf8802,6338b57c8983138382fa5c9ee7bb2d2c200be44368697f7ffa8216ea26ddccaf,,,custom,0.2,False
REIM (ACT + Detector + Recovery),16,8200058,metaworld,True,56,0.270685631003289,0,0,0,0,0.15230736136436462,task_success_while_recovery_active_per_intervention,True,False,,94a5c50d02f60805d36b5fa2a2b2ed238d0427658972ea1ab72462a4405c0c65,bce931c8f7f4b2ca6d96ac63f5e3bd3c7b1a2d9a694728801ff6b1a12baf8802,15a9adece7ebea14bdf37f5376e274c6dce4711281025cf35060933ba9ab8ad3,,,custom,0.2,False
REIM (ACT + Detector + Recovery),17,8200059,metaworld,True,59,0.12583987499965588,1,1,1,50,0.5333486795425415,task_success_while_recovery_active_per_intervention,True,False,,3d20bfafe363ad6c5e583226acda0d94f99f8d8134560b14fde08784bd1f70ca,bce931c8f7f4b2ca6d96ac63f5e3bd3c7b1a2d9a694728801ff6b1a12baf8802,ba19e0623fe05add91e00811bacb33e27305f5fcb6549be6f6278ebce6046101,,,custom,0.2,False
REIM (ACT + Detector + Recovery),18,8200060,metaworld,True,56,0.12805861200104118,1,1,1,45,0.28390318155288696,task_success_while_recovery_active_per_intervention,True,False,,a460044cb8d61ce5aea6fefff360d95f74b88f0a74ffbb5ac4fbff126eb1b834,bce931c8f7f4b2ca6d96ac63f5e3bd3c7b1a2d9a694728801ff6b1a12baf8802,342b72dafe0e47ecf8a937cb01e62ac02c2d77bf93dafca59574cbbbfc4ad77b,,,custom,0.2,False
REIM (ACT + Detector + Recovery),19,8200061,metaworld,True,56,0.16232100799970794,1,1,1,36,0.2979244589805603,task_success_while_recovery_active_per_intervention,True,False,,e5906c11343f46442ec04defad04a472e543f4e82f8beb2bc98b3177664e419b,bce931c8f7f4b2ca6d96ac63f5e3bd3c7b1a2d9a694728801ff6b1a12baf8802,2eb279a724955c1a9d173681940490ec9cc8ed4fdc15a95533884a23d4ccdb4e,,,custom,0.2,False
REIM (ACT + Detector + Recovery),20,8200062,metaworld,False,200,0.49099130000104196,1,0,1,150,0.9904562830924988,task_success_while_recovery_active_per_intervention,False,True,timeout,0cd5744a64e9e21a91c805ab5fac657261155957ecacffba9bd625e484d50892,bce931c8f7f4b2ca6d96ac63f5e3bd3c7b1a2d9a694728801ff6b1a12baf8802,b8e45a2f8f553d53c6eef0305347f910b9999bcae6df6ccaf0eaee6ac864e670,,,custom,0.2,False
REIM (ACT + Detector + Recovery),21,8200063,metaworld,True,55,0.13778449299934437,1,1,1,41,0.24060414731502533,task_success_while_recovery_active_per_intervention,True,False,,3de6feb9a50a0c4fba7b11656b6712d31ed83f87cb354496e8c99b599f2e2f9e,bce931c8f7f4b2ca6d96ac63f5e3bd3c7b1a2d9a694728801ff6b1a12baf8802,342b72dafe0e47ecf8a937cb01e62ac02c2d77bf93dafca59574cbbbfc4ad77b,,,custom,0.2,False
REIM (ACT + Detector + Recovery),22,8200064,metaworld,True,55,0.1267596819998289,1,1,1,45,0.4247947037220001,task_success_while_recovery_active_per_intervention,True,False,,835d06901c5aad171778ae8fdd2167101ebdd88e0bceacec63a82043a4ac31ce,bce931c8f7f4b2ca6d96ac63f5e3bd3c7b1a2d9a694728801ff6b1a12baf8802,acfaed29b052207b47b4b7fa76672795fd08de3add8565db05f141de82ece90b,,,custom,0.2,False
REIM (ACT + Detector + Recovery),23,8200065,metaworld,True,61,0.13285105300019495,1,1,1,52,0.2197405844926834,task_success_while_recovery_active_per_intervention,True,False,,1e4f3b7358cd64afc49bafcf4314f5529b2c8375fc5b8b0833bc802712b9324a,bce931c8f7f4b2ca6d96ac63f5e3bd3c7b1a2d9a694728801ff6b1a12baf8802,0f719f94ef165c0b816b8b10c3f4f5fcf802c9f5a25141035590310315749280,,,custom,0.2,False
REIM (ACT + Detector + Recovery),24,8200066,metaworld,True,56,0.13373043199680978,1,1,1,43,0.31845301389694214,task_success_while_recovery_active_per_intervention,True,False,,9627511e09c2593056d05dd8022daf5b6b65913e17c5cb90efd42c57dc533cac,bce931c8f7f4b2ca6d96ac63f5e3bd3c7b1a2d9a694728801ff6b1a12baf8802,2eb279a724955c1a9d173681940490ec9cc8ed4fdc15a95533884a23d4ccdb4e,,,custom,0.2,False
REIM (ACT + Detector + Recovery),25,8200067,metaworld,True,58,0.12195503799739527,1,1,1,50,0.574906051158905,task_success_while_recovery_active_per_intervention,True,False,,48f032e43b659b5395ac6c7549d040ddb02a3e39dffb2ae53d8c8900c8c08af1,bce931c8f7f4b2ca6d96ac63f5e3bd3c7b1a2d9a694728801ff6b1a12baf8802,ba19e0623fe05add91e00811bacb33e27305f5fcb6549be6f6278ebce6046101,,,custom,0.2,False
REIM (ACT + Detector + Recovery),26,8200068,metaworld,True,50,0.1292579580003803,1,1,1,35,0.29588526487350464,task_success_while_recovery_active_per_intervention,True,False,,ba066cb1b9dada40620ba28e4b5e191349dd21b0e447264654205ce7395ca53e,bce931c8f7f4b2ca6d96ac63f5e3bd3c7b1a2d9a694728801ff6b1a12baf8802,504c23f653f6cdee9d659d9320b164606b319d4f0e9cdf0f3a87e2fc7a98160a,,,custom,0.2,False
REIM (ACT + Detector + Recovery),27,8200069,metaworld,True,57,0.17062311599875102,1,1,1,33,0.19555078446865082,task_success_while_recovery_active_per_intervention,True,False,,99977567dba3b10d92649d3574cb7fbe15da2ba9e7592ef18e63325123e58afc,bce931c8f7f4b2ca6d96ac63f5e3bd3c7b1a2d9a694728801ff6b1a12baf8802,f82ceac6f8787ac22c378edc1f141cedcc86bf9309b43f1aff6633ae0a963abb,,,custom,0.2,False
REIM (ACT + Detector + Recovery),28,8200070,metaworld,True,51,0.11714818600012222,1,1,1,41,0.27874401211738586,task_success_while_recovery_active_per_intervention,True,False,,f72c4a7f1ddd06ab9e65a54ce987ffbc0c785694b44d930f2a6d44c2dcf63edc,bce931c8f7f4b2ca6d96ac63f5e3bd3c7b1a2d9a694728801ff6b1a12baf8802,504c23f653f6cdee9d659d9320b164606b319d4f0e9cdf0f3a87e2fc7a98160a,,,custom,0.2,False
REIM (ACT + Detector + Recovery),29,8200071,metaworld,True,57,0.2969313649991818,0,0,0,0,0.16286501288414001,task_success_while_recovery_active_per_intervention,True,False,,d0b017b2c668ccf71a36100921253c2ead694e798347a4ca5c46d879a1edbb17,bce931c8f7f4b2ca6d96ac63f5e3bd3c7b1a2d9a694728801ff6b1a12baf8802,f6a9ed9055e00c868d6771022c2c557a6a48990bdacbed585d07cde857d4755a,,,custom,0.2,False
REIM (ACT + Detector + Recovery),30,8200072,metaworld,True,53,0.11737727999934577,1,1,1,45,0.3247635066509247,task_success_while_recovery_active_per_intervention,True,False,,02f267c5b7dad9c741fbd80812e957dce31866e5fcd725d42960d07258c219ea,bce931c8f7f4b2ca6d96ac63f5e3bd3c7b1a2d9a694728801ff6b1a12baf8802,c40fedd273cade53989af8adc3ca66d02f2d92ca4d97b2f6391a0dd0ab6dbca3,,,custom,0.2,False
REIM (ACT + Detector + Recovery),31,8200073,metaworld,True,51,0.2509010460016725,0,0,0,0,0.1315152496099472,task_success_while_recovery_active_per_intervention,True,False,,66d649e7199aa4e25cafef92b0e9a65d54ff74f903a406c93642a2a38e98b5c4,bce931c8f7f4b2ca6d96ac63f5e3bd3c7b1a2d9a694728801ff6b1a12baf8802,56b7f182edcfeefa9301e1edd53d7f36e4418de7e6df1b54b0f0c298cde1b3cd,,,custom,0.2,False
REIM (ACT + Detector + Recovery),32,8200074,metaworld,True,61,0.13426779300061753,1,1,1,52,0.22208113968372345,task_success_while_recovery_active_per_intervention,True,False,,55c25290060bfb64eaaa394804845e24d37039609738fbefa0a178eebdab5048,bce931c8f7f4b2ca6d96ac63f5e3bd3c7b1a2d9a694728801ff6b1a12baf8802,e216352c7f1c7392270c7c501bb599f2a46f420613a124fda0729ab88160cdf2,,,custom,0.2,False
REIM (ACT + Detector + Recovery),33,8200075,metaworld,True,60,0.1870779640012188,1,1,1,35,0.21270962059497833,task_success_while_recovery_active_per_intervention,True,False,,11500f5d0076055309ee6d161c33ec224e3f47697bdd5ed7275c9a73ca3ca70f,bce931c8f7f4b2ca6d96ac63f5e3bd3c7b1a2d9a694728801ff6b1a12baf8802,c5023b3d25031a103b9549b6e8c83ba09d69e708ef117c31128a38e03616e5d8,,,custom,0.2,False
