epoch,train_loss,validation_loss,accuracy,precision,recall,f1,learning_rate
1,0.781499654569841,0.814528907725867,0.7095212523267129,0.48687111446560866,0.707451874512973,0.5767918490281896,0.0005
2,0.6701557451808929,0.8550008462078738,0.706424352053362,0.48346278034732526,0.7195012843083495,0.5783249917357289,0.0005
3,0.5995082840446928,0.9437435784149086,0.7043247586477004,0.4801614938178148,0.6864844584259286,0.5650787240234479,0.0005
4,0.5358225306996887,1.0653363745703135,0.7025885564084032,0.4775282635804314,0.6686484458425929,0.5571541083742657,0.0005
5,0.48143565026426954,1.1537307615973111,0.6880569474334489,0.4613884631056093,0.6862968628243239,0.5518053557339768,0.0005
6,0.43479442372162175,1.3034055764167425,0.6946868173797882,0.4677587262706675,0.6613610782417964,0.5479620751085019,0.0005
7,0.39786213717413843,1.4151975271693313,0.7008079396932171,0.4737521044231148,0.6253571531645935,0.5390988480581195,0.0005
8,0.3655839943953398,1.531951062946438,0.7007917889747121,0.4735974685213264,0.6220092931974949,0.5377513847996407,0.0005
9,0.3384974527826193,1.6819441257960785,0.6985508767821308,0.47063077277060117,0.619844728563595,0.5350289910130974,0.0005
10,0.31567581530970096,1.8438776298631991,0.7000932703993669,0.47239930374624434,0.614866229905625,0.5342988808426596,0.0005
11,0.29602046605708154,1.9153517977372452,0.7016397016962292,0.47360259149493417,0.5949522352737453,0.5273869218174375,0.0005
