epoch,train_loss,validation_loss,validation_loss_micro
1,0.09204532810635005,0.06853244662106787,0.07239355940315592
2,0.05542359986660271,0.044627506580319984,0.04777420971261796
3,0.04092173305884898,0.03534255879199135,0.038420657440645614
4,0.033056785331867324,0.02866717653978166,0.03153937854958539
5,0.02847880087711608,0.026008008524962687,0.028836971096057987
6,0.025559837616279932,0.023488947376417393,0.026354076179427716
7,0.023841634281687434,0.021762330849259923,0.024320800124700344
8,0.022322651370584534,0.020624158357523806,0.023188541049334273
9,0.021101164369330662,0.019255621796006775,0.02161656462966497
10,0.020352788542435787,0.0186060734003858,0.02089025946118724
11,0.01981412887298995,0.018812280821678528,0.021170645496953074
12,0.018924631254074887,0.01817223280154613,0.02046003920948086
13,0.01897132386472114,0.01873721990411582,0.02090936221070026
14,0.018470727565677372,0.018120718097843363,0.020383839175928776
15,0.01772941665937673,0.017240325170949894,0.01920489947999542
16,0.017324422072251332,0.016799365909919445,0.018900922255300396
17,0.01726467804998262,0.016165898271478928,0.018312375467626294
18,0.016843551070060286,0.01646881014352121,0.018398705780805654
19,0.01655162861174139,0.01599339415466798,0.01809003695171682
20,0.016239617647677892,0.0159347682215882,0.017947169937680117
21,0.016263209846411872,0.015900549010920917,0.01775247079643173
22,0.016021378389933408,0.015428026463163678,0.01754622107774169
23,0.01595352663122436,0.015348764069772314,0.017263721850649196
24,0.01573892665828959,0.015469012361431224,0.017452036375975487
25,0.015521715606588311,0.014987528961687648,0.016866706537840954
26,0.015476577931393393,0.01490068266761178,0.016715961904381987
27,0.015033025826981846,0.014935188080422905,0.016754926946294966
28,0.014934603671080059,0.014569282271225337,0.016308966647440463
29,0.014770556817078262,0.01447008544856556,0.016388058159219558
30,0.01467097182920829,0.014276916221728941,0.01611735060586402
31,0.014512069483659287,0.014442314125598616,0.016203328862262133
32,0.014483025478010917,0.014276316740558842,0.016068123339408606
33,0.014337465232197949,0.013934756524181262,0.01560565032551636
34,0.014323118684558177,0.013623340646905915,0.015450700940798276
35,0.01439814934766933,0.014454194726462198,0.016258041858673095
36,0.014084972706546343,0.014090020507833019,0.015928668089248428
37,0.01415432260510929,0.013808893260450716,0.015613892958990893
38,0.013694662236381215,0.01354532637051989,0.015218913555145264
39,0.013617757064664894,0.01394102146016839,0.01577467646431084
40,0.013796674967410601,0.013907133529816793,0.015913049114409404
41,0.013593180806359512,0.0138992316957191,0.015590125400217335
42,0.013535131483810433,0.01384816698235168,0.01568582266718898
43,0.013637851756549822,0.013691322791617961,0.015564929696183708
44,0.01348044700923781,0.013321588763046852,0.015004965060919374
45,0.01368996622653802,0.013603718061147591,0.01547184285806052
46,0.013411636270720546,0.013108937970298768,0.0149704312828917
47,0.013280550655126616,0.013432318307192527,0.015044832475221337
48,0.013003164552369051,0.013075587921881578,0.014735587583714394
49,0.013248057063162155,0.013095556540296023,0.014819889712573297
50,0.013123653219491204,0.012940802497226525,0.01456316442345854
51,0.012853165145807696,0.013270813087152951,0.015054172720741388
52,0.012947167756210515,0.012918988260802632,0.014563102853957134
53,0.012842590306128308,0.013400281073214136,0.015208860288313286
54,0.012813411919950493,0.012910322156324849,0.014692375683904293
55,0.01238322028199859,0.013126548638505374,0.014783795748523731
56,0.012742558367244881,0.012902723583081371,0.014502602216586396
57,0.012644537054139128,0.013145259587875553,0.014781132924496829
58,0.012781227883141934,0.013363466203411611,0.015089897887790622
59,0.012578726864647975,0.013280534814148986,0.014992873315236077
60,0.0125031339834476,0.013032757871225764,0.01460658822227363
