epoch,train_mse,validation_mse,train_mae,validation_mae,learning_rate
51.0,0.0155383802743875,0.014579701379089843,0.05603852083885805,0.05609199249119009,0.0003
52.0,0.015302526292722234,0.014459244227702962,0.05555752756122433,0.055187343618004266,0.0003
53.0,0.015200116088440165,0.014138448310013001,0.05526501837019041,0.054424488322253814,0.0003
54.0,0.014993786800839556,0.01423219580746252,0.05456263336126341,0.05473449487294424,0.0003
55.0,0.0151852710078583,0.01426978163966625,0.05518204783946524,0.05448148481085313,0.0003
56.0,0.014966613373295452,0.014901592844830733,0.054463611702509004,0.057681076461889164,0.0003
57.0,0.014863121384924127,0.014301419063243769,0.05438744724571518,0.05571364579765018,0.0003
58.0,0.014832082018876362,0.014120566902000975,0.054846032605607914,0.05493144395128999,0.0003
59.0,0.01468167396915593,0.013928041991610558,0.053588892213390714,0.05363687387643716,0.0003
60.0,0.014515844513220556,0.013945677504069129,0.05335565731388522,0.053536053246211426,0.0003
61.0,0.014503856218463245,0.01399236876478572,0.0530525643484361,0.05407506562115853,0.0003
62.0,0.014515002051070727,0.013854261330428172,0.05311159628229813,0.05559807657924017,0.0003
63.0,0.014255930967969508,0.01399194238652122,0.052147759752699335,0.05425117276257027,0.0003
64.0,0.014501365802138927,0.014498867437007174,0.053645305799129336,0.05451992344608915,0.0003
65.0,0.014295871054285321,0.01350415524663391,0.052915014260529275,0.05338899694966321,0.0003
66.0,0.014220181194323727,0.013648824920304692,0.052257715791839,0.05376849789800834,0.0003
67.0,0.014149839201920162,0.014013087167436013,0.052415251879408806,0.05570150826794979,0.0003
68.0,0.013880146787805676,0.013758392587326739,0.05127519493715159,0.05308605573126259,0.0003
69.0,0.01372391835149717,0.013105550590103213,0.05099216993863228,0.05154134203025043,0.0003
70.0,0.013785107115912977,0.013378434884456187,0.051065123570448796,0.05297558373657235,0.0003
71.0,0.014070370345337237,0.013362699539580365,0.05206308417763609,0.05316710410722596,0.0003
72.0,0.013676579474921707,0.013561841864302232,0.05064000535742531,0.05235385431099919,0.0003
73.0,0.013592666340130954,0.014072365212780845,0.05060004341743856,0.05464522679978617,0.0003
74.0,0.013605723866292033,0.01308097507912721,0.05095183820969894,0.05098486131662943,0.0003
75.0,0.01354671786042981,0.013156604866073661,0.05047787941158638,0.05221819382477627,0.0003
76.0,0.013332204106371395,0.013602181279833219,0.04993470200945703,0.05344436014430565,0.0003
77.0,0.01360617829156784,0.013510772250668119,0.05101222573501832,0.05310364987615712,0.0003
78.0,0.013630968484853576,0.013438630951493074,0.051242270066621735,0.05124395717986119,0.0003
79.0,0.013347378858497886,0.014161602582646768,0.05000579744212266,0.05437694024370025,0.0003
80.0,0.013284283945106114,0.013412297866464305,0.049787929619696275,0.05220885947346687,0.0003
81.0,0.013174423936478868,0.01336012312384541,0.04963098765766531,0.05402576377999927,0.0003
82.0,0.01308285179230126,0.012822023624247607,0.04870127169720818,0.05118710736262734,0.0003
83.0,0.01300462842305422,0.012970245056993023,0.04882053159582701,0.051541928500540346,0.0003
84.0,0.012990329120839226,0.012663123650192289,0.048524382080903566,0.04958597225527934,0.0003
85.0,0.01288696247876494,0.013287968963558073,0.048435534543127316,0.05190221427936062,0.0003
86.0,0.012922553500985461,0.013068270115571426,0.04872867731433135,0.052262121758721615,0.0003
87.0,0.01277159931151051,0.012535634788957282,0.04821173209236664,0.04904677825810214,0.0003
88.0,0.012731874534467095,0.013632900489232781,0.04752620182368479,0.0504994413756367,0.0003
89.0,0.0127133951133196,0.01279130423574755,0.04810748721538935,0.05092498840520337,0.0003
90.0,0.012768146099626126,0.012863954030449895,0.047876831618255955,0.050480954583317,0.0003
91.0,0.012639684460114086,0.013456217278053987,0.047938987340282735,0.05090505913774736,0.0003
92.0,0.01281222351256194,0.012984107859751936,0.04878139298601478,0.050709377080905935,0.0003
93.0,0.012689613219401822,0.014229550958873752,0.048438241797726184,0.05376198844488977,0.0003
94.0,0.01291623309642201,0.012848686118825123,0.04955966437582609,0.04992225339357187,0.0003
95.0,0.012401958404715946,0.013188745647005224,0.04698408603223863,0.050440531379358486,0.0003
96.0,0.012428054076231375,0.012371321523866231,0.04739824296725598,0.0488432968143429,0.0003
97.0,0.012312375454633524,0.012781155415384575,0.0465311020292402,0.04967740926333526,0.0003
98.0,0.012387783681685652,0.012727275512252863,0.0468126937104849,0.050161622150948174,0.0003
99.0,0.012413525910367875,0.012703406437288834,0.04740073796647944,0.051275838518392056,0.0003
100.0,0.012309570455066149,0.013232360893669418,0.047412687014799164,0.05130495887234626,0.0003
101.0,0.012296942653854575,0.01229705930720165,0.04682555496259623,0.048234583389682645,0.0003
102.0,0.012100400547794958,0.012958387251064815,0.045935528504146575,0.04901466766389919,0.0003
103.0,0.012115464191498098,0.012185182644421293,0.046354076518558336,0.04819459577823779,0.0003
104.0,0.012229265061094315,0.01309794597158035,0.046707090049892416,0.05195872481414664,0.0003
105.0,0.012280447347246705,0.012650247573332205,0.0477429639904174,0.05112116986511127,0.0003
106.0,0.01213385709754124,0.0120619285813069,0.04697698981608686,0.04928146345030602,0.0003
107.0,0.012287435852606565,0.01263187947857738,0.04734816770014764,0.048915713197990304,0.0003
108.0,0.012155572373419238,0.012254864389237705,0.04723775044136691,0.04793501381112537,0.0003
109.0,0.011892635198538774,0.011818000708810995,0.045544825299315236,0.04731922638370038,0.0003
110.0,0.011907887638972842,0.012770492128472317,0.04601132041156447,0.05058097295995988,0.0003
111.0,0.011955861704717628,0.01319599925325467,0.0458563746925647,0.05196918467519737,0.0003
112.0,0.01220653595854313,0.012801447447468545,0.04761269208449756,0.04795259147701476,0.0003
113.0,0.011696401463423368,0.012882091931737305,0.04488931134912837,0.049661932628244844,0.0003
114.0,0.011654453318174503,0.011708278109554538,0.04472374581215071,0.04667617594886084,0.0003
115.0,0.01174799769320589,0.012925567864358686,0.04559325476289457,0.05035533849979461,0.0003
116.0,0.011698319013600295,0.012549240560259535,0.0452537169998954,0.0480738440284684,0.0003
117.0,0.011875243089547382,0.013223745237769466,0.046223895445571796,0.05129390709986973,0.0003
118.0,0.011832150249707999,0.012315766454401567,0.046030674638594,0.048859226404011816,0.0003
119.0,0.011607909689320184,0.012265453109135613,0.04510484310412397,0.04716141397553256,0.0003
120.0,0.011645373730849288,0.013017901084316686,0.04503546252782742,0.049773685982533795,0.0003
