epoch,train_mse,validation_mse,train_mae,validation_mae,learning_rate
1.0,0.2398810886013518,0.14606513078355918,0.3718312770574776,0.2824233451192035,0.0003
2.0,0.11241501795034473,0.09469977083657434,0.23976388971689772,0.21861591949636636,0.0003
3.0,0.08045170238935877,0.06982488361829527,0.19400783140768169,0.17977708196833067,0.0003
4.0,0.06322800814520081,0.05521446987182183,0.16499675926233537,0.15506362338297763,0.0003
5.0,0.05279358592884379,0.04620563500433879,0.1445933662622818,0.1356441703684095,0.0003
6.0,0.04597934009552179,0.03987771887734392,0.1302943622221815,0.1230450278693526,0.0003
7.0,0.04113213890019573,0.03572867061093188,0.12005290214824581,0.11447500814350671,0.0003
8.0,0.03757279024614819,0.03349730648934922,0.11209126926129268,0.1077366608397359,0.0003
9.0,0.03477403408927148,0.03141456271387265,0.10578239025706572,0.10342801460611675,0.0003
10.0,0.03266941915688669,0.028834386946641,0.10129778046272894,0.09819736939009063,0.0003
11.0,0.030972140521877783,0.027516256250420965,0.09723354404687032,0.09346875429515414,0.0003
12.0,0.02922833249248816,0.026198246370116186,0.09300721162556558,0.08978907347791269,0.0003
13.0,0.027935874796336458,0.025237363017341388,0.08967797652232061,0.08706628020636627,0.0003
14.0,0.026852900197972044,0.02468421371231376,0.0868607603361466,0.08613690087187145,0.0003
15.0,0.025811253802786052,0.0238484175606818,0.08426885347766691,0.08493264766759397,0.0003
16.0,0.025337177792889843,0.022623208519850585,0.08345928906584048,0.07916870498464175,0.0003
17.0,0.02436339950379997,0.022910733243221775,0.0803578968339025,0.08057507221032734,0.0003
18.0,0.023601603484516016,0.021317822438402054,0.07858562588207758,0.07572238885580126,0.0003
19.0,0.023161421604940866,0.021110112198179792,0.07753094139256562,0.0758306163002444,0.0003
20.0,0.022494555917494004,0.02095653885201263,0.07547619464297228,0.07414209746658883,0.0003
21.0,0.022022622258464235,0.019639955155611764,0.07425693644273747,0.07133321338276631,0.0003
22.0,0.021620319080975482,0.020305277323714795,0.07321513628083316,0.07367932659431829,0.0003
23.0,0.02115319565111759,0.019355885470198033,0.07178608565989901,0.07050486713165213,0.0003
24.0,0.020726784698112642,0.01905823101046999,0.07073485580347748,0.0701354279591326,0.0003
25.0,0.020364753746697235,0.018289958849906238,0.06935662048212185,0.06657687173942645,0.0003
26.0,0.019996832435710564,0.01821739692291227,0.06830186171594209,0.06623422255973344,0.0003
27.0,0.019709307283845044,0.018288005032801594,0.06762881667625682,0.06556611684139682,0.0003
28.0,0.01950530985070473,0.017984958433303555,0.06696787129437737,0.06587523298687459,0.0003
29.0,0.01901598728414402,0.017573676753774106,0.06535823683964984,0.06634459803924066,0.0003
30.0,0.019109592658695995,0.01791929666960911,0.06636310872336255,0.06828369769731514,0.0003
31.0,0.018714829685505998,0.017368146095251447,0.0650169301026579,0.06570254550158335,0.0003
32.0,0.018287953347898612,0.016925898972551832,0.06349291275157323,0.0638119497526231,0.0003
33.0,0.018070739537291224,0.016705224416111865,0.06279825550098767,0.06276138695447069,0.0003
34.0,0.017874059381611962,0.016919686031237485,0.062461780514038764,0.06405007409361693,0.0003
35.0,0.017863038244227095,0.016501493261393045,0.06288188030775882,0.061233203887295945,0.0003
36.0,0.017501134197405958,0.016422363509224193,0.06151467234835439,0.06206569325696682,0.0003
37.0,0.0172981667998522,0.016016195417983853,0.06103246995762564,0.05994019912965545,0.0003
38.0,0.01712948754003311,0.01628838875199016,0.06058829409122021,0.06103701516533429,0.0003
39.0,0.017019517953725506,0.016751699226339036,0.06033038241855278,0.06259606630816633,0.0003
40.0,0.01685361000676459,0.016083537184478722,0.05997332659222216,0.061892980047062986,0.0003
41.0,0.01693947930833914,0.01597297317354705,0.060869623784752365,0.06130233739431088,0.0003
42.0,0.016725868572526375,0.016368207063239354,0.060224581573478056,0.06328289715947731,0.0003
43.0,0.01651242795286378,0.015397602617526967,0.05878698477983569,0.058398009815055996,0.0003
44.0,0.01626121764340273,0.015369907224000345,0.057849566394295025,0.05932991988403916,0.0003
45.0,0.01618041375809121,0.015025138833299883,0.05822654500883951,0.057470544499022114,0.0003
46.0,0.01590993064460992,0.01573444244272092,0.05687909295946249,0.05923927397581569,0.0003
47.0,0.015851534359254356,0.014892023179853553,0.05703271118058334,0.056886190305716594,0.0003
48.0,0.015599809762146696,0.015051402314471812,0.0559433959093736,0.057498754878677984,0.0003
49.0,0.015691900605533254,0.015200876967991512,0.05689372601280069,0.058743767824913806,0.0003
50.0,0.015613240510001816,0.014785512166497436,0.05650089870367033,0.05655602817693863,0.0003
