epoch,train_loss,validation_loss,accuracy,precision,recall,f1,learning_rate
1,0.7826938254938919,0.7844023735518287,0.7172437829304795,0.5227463312368973,0.6803547066848568,0.5912270302311797,0.0005
2,0.6561306545991252,0.8068830130673458,0.7118723988765197,0.5151378896882494,0.7033424283765348,0.5947052716576305,0.0005
3,0.5775828409638536,0.8966978826538371,0.7003710765319721,0.5010972933430871,0.7008867667121419,0.5843878856817859,0.0005
4,0.5045584914142975,0.9911214432099611,0.7116058798204071,0.5160539282040175,0.6501364256480219,0.5753871230643846,0.0005
5,0.4402466237235496,1.1160450637600827,0.7064395104249954,0.5091376815477785,0.6480218281036835,0.5702452054383385,0.0005
6,0.390117168420059,1.2413172454370804,0.7105808065276668,0.5148644949356693,0.6414733969986357,0.5712376613515565,0.0005
7,0.34217346226286716,1.3723034389046824,0.700596592656375,0.5014675052410902,0.6526603001364256,0.5671606401896858,0.0005
8,0.30174643447428756,1.4901139008704862,0.6963937921561392,0.49610376026358455,0.6470668485675307,0.5616174772801279,0.0005
9,0.27088822498986354,1.6775984378416977,0.7011296307685999,0.5022682009294092,0.6193042291950887,0.5546798631476051,0.0005
10,0.24044772199629585,1.8831325676944797,0.6966808126781064,0.49624311237268326,0.6081855388813097,0.5465412082017961,0.0005
11,0.21179729695493385,2.010306363843656,0.6969883346659286,0.49658314350797267,0.5948158253751705,0.5412787088764742,0.0005
