Method,Success Rate,Success CI Lower,Success CI Upper,Recovery Rate,Recovery CI Lower,Recovery CI Upper,Recovery Definition,Post-Intervention Task Success Rate,Post-Intervention Task Success CI Lower,Post-Intervention Task Success CI Upper,Average Steps,Steps CI Lower,Steps CI Upper,Average Time (s),Episodes,Successes,Recovery Attempts,Recovery Successes,Detector Triggers,Intervened Episodes,Post-Intervention Task Successes,Backend,Benchmark Eligible,Profile,Noise Level
ACT + RL Recovery,0.91,0.8622342812328346,0.9423125511378069,0.8716216216216216,0.8155973813420623,0.9225806451612903,task_success_while_recovery_active_per_intervention,0.8783783783783784,0.8159442304391774,0.9216672287095263,68.895,63.219875,75.17,0.14079739829481697,200,182,148,129,148,148,130,metaworld,False,custom,0.2
