epoch,train_loss,validation_loss,validation_loss_micro
1,0.09724118526476354,0.0759541066747711,0.08303016673123599
2,0.07399118612743955,0.06687891688737756,0.0742569864431678
3,0.059631325826534964,0.050156437779794796,0.05641765539460449
4,0.04497960432696417,0.03845130291352295,0.04416282703567595
5,0.035174982828259,0.032225437263855614,0.037818520906114164
6,0.027453071175765092,0.026320199827426678,0.0316467184681344
7,0.023542310484062037,0.023785480915630226,0.028994070904984254
8,0.020833644267196652,0.021161105763140505,0.025787975263912556
9,0.01865845545932888,0.021618193659612737,0.026849130218785277
10,0.017599442757703112,0.019008763100402802,0.023781270226077036
11,0.0157551618053076,0.017274161783070632,0.021690161243430588
12,0.015232755389769172,0.01678815465785652,0.021165229498809276
13,0.014260976275696793,0.016018090150889022,0.02062096171736134
14,0.014158169227018702,0.015495715548899263,0.0198506783260899
15,0.013331117351460017,0.015835246335665014,0.02025271353152859
16,0.01306789035890709,0.01407175384023478,0.018282692420143232
17,0.012010029698499415,0.014614178375726506,0.018810116420886036
18,0.011651103977620269,0.014191802925660501,0.018451776854982643
19,0.011696120936499238,0.012904102617206533,0.016848154264158456
20,0.011179807871523532,0.013076486078710047,0.017148556979016828
21,0.010719704568665653,0.013125784702107285,0.017018210404971514
22,0.010428972968057566,0.01313695596884296,0.01689511435133263
23,0.011021110554538844,0.012209003122779161,0.015973232059485937
24,0.010156139366732117,0.011636041190533752,0.015382303821387172
25,0.009805926147014116,0.01166459891660303,0.015368185721540577
26,0.009835433664738302,0.01223362039178427,0.015953387816996224
27,0.0097433169172463,0.01188739992307177,0.015707412747476775
28,0.00972123578232885,0.011546420307800809,0.015249655474896385
29,0.010066846258084352,0.011281246107767868,0.014854245034541627
30,0.009219308026373428,0.010979040646758666,0.014379068941838557
31,0.009434619637711476,0.011135015768854438,0.01471286302645712
32,0.009005215707012145,0.010678890978154857,0.014100063315123248
33,0.009416013409193413,0.011148160348816352,0.01452268083496553
34,0.008939125180718103,0.01061417556920325,0.013920570906052159
35,0.008742758035683371,0.010443497988905873,0.013706295729191827
36,0.008660566185651511,0.010668871055415119,0.013801681342005923
37,0.008833274973841355,0.010957296746765825,0.01435668549513138
38,0.008569511267906383,0.010449119200676501,0.013848579439751464
39,0.008482500536107735,0.010370596822762911,0.013714841658208146
40,0.008404219456314912,0.009993074266729638,0.013336096715406807
41,0.008182719074004408,0.009980045510580546,0.013363896267904208
42,0.00817422148386352,0.010159940383574591,0.013462382712747556
43,0.00839073517238779,0.00981921110015416,0.012933917854775094
44,0.008306732807237333,0.010536278455053063,0.013667753256206065
45,0.007945118885205929,0.00956807941859231,0.012810940457215711
46,0.007647377305268128,0.009934656438316912,0.013143267802577328
47,0.007855983109399906,0.009774084999558955,0.012902874338362218
48,0.007454283199887553,0.009306954023905564,0.012403138201493594
49,0.007749522724169063,0.009957692488716408,0.013432062884787313
50,0.007745811211667585,0.010436241373372747,0.01380518111323796
51,0.007601863270808732,0.010333699662242585,0.013527927143905986
52,0.008053407403761826,0.0096812565190467,0.012912402140455774
53,0.0076596324483847655,0.009951534859947741,0.013219620582526024
54,0.007659722036858103,0.009668340094578093,0.012876006571005268
55,0.007565993783132055,0.010072146873748954,0.013314703081088638
56,0.007356522241810762,0.00931377594255022,0.012483962010099285
57,0.007739483509394722,0.00945724509166168,0.012569890631705983
58,0.007417967536173765,0.009064462356393934,0.012207375376553154
59,0.007266777966008377,0.008919678649561204,0.011959551404294892
60,0.007191263592559869,0.009329957086538592,0.0122761643846436
