epoch,train_loss,validation_loss,accuracy,precision,recall,f1,learning_rate
1,0.8094531965707773,0.8623929375092677,0.7057710103474384,0.45613936813802375,0.6554249839021249,0.5379178226978465,0.0005
2,0.6797144173274674,0.8926789719171717,0.6983679650037856,0.44855150214592276,0.6729716677398584,0.538308009271182,0.0005
3,0.6039373027884346,0.9398057538506119,0.7019432994027088,0.451063829787234,0.6484224082421121,0.5320301149121648,0.0005
4,0.5383451782050512,1.0570889205389873,0.699377471187011,0.44786439165830266,0.6464906632324533,0.5291521180578431,0.0005
5,0.4793466124151598,1.2629689331500757,0.709388407503996,0.4561745472837022,0.583950418544752,0.5122140638237785,0.0005
6,0.42383473606803557,1.4141943056709563,0.6989568436106671,0.4424131627056673,0.5843528654217643,0.5035721717416939,0.0005
7,0.3774318801800838,1.5117846579249636,0.6975898039875494,0.442435663388493,0.6047166773985834,0.5110015303519809,0.0005
8,0.3363094033145489,1.7652512678358325,0.699377471187011,0.4407853071564281,0.5602060528010303,0.4933720847806054,0.0005
9,0.3005331410354997,1.9235614114988238,0.7048456296794818,0.4477747502270663,0.5555376690276883,0.49586895610316833,0.0005
10,0.2670831493124301,2.14989412760548,0.7006814166736771,0.44169246646026833,0.5511912427559562,0.490403895731882,0.0005
11,0.2387046548486703,2.391572358590796,0.70410953142088,0.443193590717591,0.5165003219575016,0.477047169460655,0.0005
