Method,Success Rate,Success CI Lower,Success CI Upper,Recovery Rate,Recovery CI Lower,Recovery CI Upper,Recovery Definition,Post-Intervention Task Success Rate,Post-Intervention Task Success CI Lower,Post-Intervention Task Success CI Upper,Average Steps,Steps CI Lower,Steps CI Upper,Average Time (s),Episodes,Successes,Recovery Attempts,Recovery Successes,Detector Triggers,Intervened Episodes,Post-Intervention Task Successes,Backend,Benchmark Eligible,Profile,Noise Level,Action Noise Std,Observation Noise Std,Object Impulse Std (m)
REIM (ACT + Detector + Recovery),0.9,0.8256343384950865,0.9447708629393249,0.8412698412698413,0.7450420168067228,0.9298245614035088,task_success_while_recovery_active_per_intervention,0.8412698412698413,0.7318842321822745,0.9114290760348585,69.95,62.026250000000005,79.10074999999999,0.5641430981000485,100,90,63,53,63,63,53,metaworld,False,custom,0.2,0.08000000000000002,0.005000000000000001,0.020000000000000004
