epoch,train_loss,validation_loss,accuracy,precision,recall,f1,learning_rate
1,0.7838435629623658,0.8158856229853444,0.720203688411781,0.5001790076657401,0.6868673723176586,0.5788428261558335,0.0005
2,0.6733917179556119,0.8581426178041887,0.7046679943653762,0.4815754804711717,0.7188674879981491,0.5767686845952155,0.0005
3,0.5975170532634678,0.9531856880989626,0.6963293988115478,0.4715874953970192,0.7036988836832668,0.5647229474905715,0.0005
4,0.5314108384083159,1.0774281124587588,0.7013770826249575,0.47651696251462283,0.6773671120365551,0.5594616059858714,0.0005
5,0.473481790512649,1.2186938413763229,0.6986771587247615,0.4724751526264247,0.6557782404997398,0.5492364147218758,0.0005
6,0.4283665584218542,1.3759924391020484,0.7014175612441509,0.4752830087451044,0.6404939556943722,0.5456572488004385,0.0005
7,0.38981517242747976,1.5034849022616859,0.7016199543401176,0.4752941176470588,0.6338423274914685,0.5432361926125132,0.0005
8,0.3587154591374248,1.651894457918018,0.6990981363643723,0.4719508761290043,0.6301550118572503,0.5396980692781156,0.0005
9,0.332768066353785,1.7835113647037721,0.7035588801994787,0.4763813274643809,0.5946844814622014,0.5289993954439629,0.0005
10,0.3101851782468958,1.9457713596133035,0.7052427907579216,0.4788533943131684,0.5995430620625831,0.5324446841571316,0.0005
11,0.2901082133130954,2.0272420419914514,0.7038624698434287,0.4768310046650538,0.5956388455087049,0.5296541792301807,0.0005
