epoch,train_loss,validation_loss,validation_loss_micro
1,0.09238164431367289,0.06646872849598164,0.06964178101725921
2,0.05542686465471446,0.04414829326948521,0.04738107960322789
3,0.03941768575612226,0.03498035862973647,0.03774315027311443
4,0.03169405530886202,0.027805296311274885,0.030756926291190357
5,0.027665738768217575,0.02493067933738448,0.027820060223711186
6,0.025002367722952577,0.023406101122271768,0.026211152801449054
7,0.023348321093579035,0.02138901182866867,0.02399043038796441
8,0.02171281110065451,0.02024669131815223,0.022850254454011606
9,0.020849721854228783,0.019428808314753233,0.021862272900173448
10,0.02044655156605286,0.018726248374008495,0.02119469851754111
11,0.01938428997086649,0.018118543626374353,0.0205714250213464
12,0.018902675032936335,0.01784843220145728,0.020138108670503474
13,0.018515435955946426,0.017517046917288094,0.01983549011575406
14,0.017992955594613277,0.017042182824163556,0.019277735021756594
15,0.017334449220320895,0.016828859915275787,0.01908269378560951
16,0.017228882446158975,0.01630692430849854,0.018421618739243785
17,0.016937141582750503,0.01643560856567965,0.01864489437009309
18,0.016803535403488053,0.01577842188808873,0.01788338514391175
19,0.016574801001890706,0.015508666254226668,0.017526062248075243
20,0.016218462785993506,0.016056596784180515,0.018101013235433453
21,0.016085029396916757,0.015316317745118067,0.017437611698428165
22,0.015753704126062126,0.0158640550095588,0.017902496978816476
23,0.015510066234514407,0.014969754465287578,0.01708215141370426
24,0.015133129264656082,0.015220215104239598,0.017311953255227306
25,0.015275572479170028,0.014686181550660555,0.01677248367198181
26,0.015415139515270805,0.014861780996234393,0.017108982975980288
27,0.014608332246029422,0.014450905080563124,0.01627765860786772
28,0.01494806046413135,0.014386547515903444,0.01631293256979632
29,0.014795662633095575,0.014116006036599562,0.015953520977384512
30,0.01436171656717449,0.014234467643717951,0.016286547222417454
31,0.014484002623975669,0.013982381155789609,0.015925607462078502
32,0.014315485558026987,0.014348111280537867,0.01619502783361652
33,0.01436857479304028,0.01419989350837313,0.01615290252665648
34,0.014098420756585045,0.013501587590752371,0.01529520787944993
35,0.013911746636628313,0.014028054884926167,0.015983537948926412
36,0.013829149105371492,0.013715209174359396,0.015540742085795912
37,0.013740626473633045,0.013396067072815782,0.015351225941617586
38,0.013848241600232463,0.013689616429394093,0.015572274623679841
39,0.013646241479368769,0.014020013119685619,0.01598489020521141
40,0.013713280713442955,0.01409584458962093,0.015944527133040304
41,0.013655723761763548,0.013488197839506208,0.015413779563442318
42,0.013709891290513069,0.013301740215800042,0.015223698849434995
43,0.01336332614515617,0.013422415409481532,0.015342501304472341
44,0.013329300051323606,0.01299751948097309,0.014690803502169175
45,0.01312082598768692,0.01345397069560596,0.01529255255440302
46,0.013192870741349288,0.013555925046845645,0.015343975794717964
47,0.013262960519668004,0.013257290470624922,0.014941540067429758
48,0.013020799566213695,0.013195858094427667,0.015167015192506494
49,0.012990454825286837,0.012784348174197505,0.014512038062395543
50,0.013218118998159976,0.013359671281185844,0.015168838100078573
51,0.01295743626006494,0.013096628321572401,0.014857916718050753
52,0.012632415266066207,0.0129656172799138,0.014857482608530497
53,0.012836929197174171,0.013107978503630924,0.014881830588679161
54,0.012747263266216599,0.013209575697931632,0.014859103604106366
55,0.0126557507819315,0.013250374835080023,0.015050589707494087
56,0.012418492986763183,0.012822723391028665,0.014677255812635804
57,0.012648530552270824,0.012912252559077108,0.014804374474598793
58,0.01280755668310782,0.013116559500849296,0.0149940464585582
59,0.012341582484058134,0.012501112716060239,0.014252781515950393
60,0.012270167697136413,0.012672974285609772,0.014360690342365453
