epoch,train_loss,validation_loss,train_l1,validation_l1,train_kl,validation_kl,learning_rate
17,0.1271881895760695,0.06439171063988759,0.06743291065548405,0.059183888036771874,0.005975527956968907,0.0005207823162145336,0.0001
18,0.11527392211737054,0.06522325437955076,0.06612008375426133,0.056205715528478035,0.004915383884288145,0.0009017537137569036,0.0001
19,0.10464809801090848,0.06453014218705236,0.06451944391610044,0.05916640985148035,0.004012865462396859,0.0005363731935569551,0.0001
20,0.09887705980376764,0.061734485563896456,0.06358330691176833,0.055014722733858726,0.003529375306133068,0.0006719762452315015,0.0001
21,0.09477040273222057,0.06384154781888042,0.06236165908701492,0.056285186662457895,0.003240874400503482,0.0007556361217831977,0.0001
22,0.08997510204261,0.059969580025708416,0.06133558307633256,0.051913615843547915,0.002863951935785625,0.000805596450118865,0.0001
23,0.08479510428327502,0.05916188212468068,0.06012109384843797,0.052789768621948736,0.002467401011734072,0.0006372112251407406,0.0001
24,0.08403013759490216,0.05914543010908237,0.05951900520559513,0.05300684293639977,0.002451113215294864,0.0006138586614626791,0.0001
25,0.07966774081190427,0.05975072094969952,0.057760044085708534,0.04995126659935872,0.0021907696712084794,0.0009799453214457772,0.0001
26,0.07890372678185954,0.06059323445066375,0.05766229788688096,0.05109325294277816,0.0021241428824423842,0.0009499981937132048,0.0001
27,0.07588790831240741,0.055482700510547794,0.0568473440115199,0.050895301237966775,0.0019040564198583138,0.0004587400472381817,0.0001
28,0.07494036480784416,0.05679041261493178,0.055781756386612404,0.05118496824664988,0.0019158608135485063,0.0005605444246436811,0.0001
29,0.07300713037451108,0.053607511774404266,0.05463636852800846,0.04922451254580033,0.0018370761994667578,0.0004382998696206721,0.0001
30,0.07163253324952992,0.05402440370186805,0.054719063763817154,0.04781094149926014,0.001691346905180112,0.0006213462063145596,0.0001
31,0.07133165780793536,0.0573148765349796,0.05414389892283714,0.05137865196285517,0.00171877587016559,0.0005936224168639852,0.0001
32,0.06879267311005881,0.05418282507131459,0.0527441142070474,0.05008422165485842,0.0016048558666653028,0.0004098603476021269,0.0001
33,0.06789413201763775,0.05563993532876325,0.052221801188407524,0.05122242711994358,0.001567233113967108,0.0004417507362720782,0.0001
34,0.06775448663216649,0.05327893045975228,0.05201571637933904,0.046588998766207576,0.0015738770095843145,0.0006689930824398834,0.0001
35,0.0676375080012914,0.05403000762065251,0.051125320972818314,0.045786759268648274,0.0016512186786823088,0.0008243248773312623,0.0001
36,0.06603924681742986,0.05085995722236289,0.05114171016171123,0.04447786714291467,0.0014897536532247834,0.0006382090344237746,0.0001
37,0.06498347363914504,0.051796600080941564,0.05005236856187835,0.044740656538570185,0.0014931105207792964,0.0007055944125421808,0.0001
38,0.06515802533337564,0.08051714281278871,0.049314328892664475,0.0465065007276257,0.0015843696557126489,0.003401064293822616,0.0001
39,0.06809592992067337,0.05068206145027971,0.04942480158625227,0.04516511543952542,0.001867112842967,0.0005516946166299322,0.0001
40,0.06335691464218227,0.04896544473403911,0.04989022033458406,0.04498406537113232,0.0013466693970699314,0.00039813787274620957,0.0001
41,0.06172603837242632,0.04990622065489207,0.048616216771981934,0.042527268176334135,0.001310982171685971,0.0007378952113229248,0.0001
42,0.060770839057636986,0.05246681082705732,0.04795348977274967,0.04523550206216947,0.001281734905205667,0.0007231310325561395,0.0001
43,0.060194187317833756,0.05167757457710038,0.04803251012256651,0.04299198464739534,0.0012161677181156297,0.000868558956186803,0.0001
44,0.06077184144294623,0.056205706929148225,0.0468906613461899,0.050110223510211716,0.0013881180281962522,0.0006095483764700346,0.0001
45,0.05807758958050699,0.04706527547407966,0.04706165092912587,0.040945224785003974,0.001101593877661578,0.000612005010525801,0.0001
46,0.05713463382739009,0.04717396938717713,0.04567306590351192,0.041983254369541874,0.0011461567615201188,0.0005190715858304379,0.0001
47,0.056434338517261276,0.04623502665335084,0.04587610365089142,0.04169643404828656,0.001055823501453481,0.0004538592790827127,0.0001
48,0.05720211068789164,0.04770537810671616,0.0458935255354101,0.0425925286182206,0.0011308584970803085,0.0005112849236867321,0.0001
49,0.05540928080903761,0.04236505196131152,0.045453605157407845,0.03918050196593101,0.000995567583507209,0.0003184549712767194,0.0001
50,0.054536561679207916,0.04482598693755718,0.044453144976587006,0.039140396370671696,0.0010083416533289533,0.0005685591405813543,0.0001
51,0.0547193248728008,0.04405235854533462,0.045167197162906327,0.04109548446409527,0.0009552127581132067,0.000295687332937933,0.0001
52,0.05329786630516702,0.04505998822040053,0.04440359855917367,0.04055806174071645,0.0008894267613703215,0.0004501927020993197,0.0001
53,0.052345275935350044,0.04297670589379862,0.04356956984283346,0.038911767678833434,0.0008775706201876429,0.0004064938467360693,0.0001
54,0.05082301039135817,0.04434814540992747,0.04264644505173871,0.04022409136729322,0.0008176565258481512,0.00041240540613285745,0.0001
55,0.05069647164958896,0.043377602896422944,0.04299675808711485,0.03796422215431211,0.000769971348662776,0.0005413380855044022,0.0001
56,0.04993956744896643,0.04456787540639912,0.04230661921654687,0.037185542100830374,0.0007632948108948767,0.0007382333032841144,0.0001
57,0.0494421911849217,0.04274100054230149,0.041899958568992035,0.03914405530405966,0.0007542232430723468,0.00035969453110714907,0.0001
58,0.048981135485298706,0.03990215455218488,0.04218114427093304,0.037080521207109224,0.0006799991092658743,0.0002821633186048494,0.0001
59,0.04833576986283967,0.041971127364043195,0.041773485471353386,0.03812565913988119,0.0006562284357972782,0.00038454679131752213,0.0001
60,0.047611218679583435,0.04415024611272664,0.04117707874287258,0.040550937199981645,0.0006434140007265589,0.00035993086576346114,0.0001
61,0.04746030084788799,0.0429455282867748,0.04130220859113968,0.03932986767875227,0.0006158092441954509,0.0003615660725411675,0.0001
62,0.04672111824832179,0.04106536979146103,0.04135319596212922,0.03891879254940269,0.0005367922413191109,0.00021465765141158428,0.0001
63,0.04353287099211505,0.0400497391657061,0.04058415183063709,0.03853785860575311,0.0002948719343156413,0.00015118804213095749,0.0001
64,0.04162919018982035,0.03682538226922013,0.04061448241047787,0.03674304890711951,0.0001014707721134817,8.233357995053717e-06,0.0001
65,0.04011634195392782,0.03628698589849193,0.03992028218327147,0.036259257900605336,1.9605976183701195e-05,2.7727944768180808e-06,0.0001
66,0.03971007748535185,0.03593236348474887,0.039541377714186005,0.035858919871888384,1.6869947130820066e-05,7.344372512117972e-06,0.0001
67,0.038856601737665405,0.03630821165476462,0.03864236311479048,0.03622568324113829,2.1423867579098e-05,8.25287875971786e-06,0.0001
68,0.039762881443356025,0.03598366186650723,0.03939858987701662,0.03569963959781087,3.642917462539944e-05,2.8402149606804027e-05,0.0001
69,0.04209974712946198,0.04175312414774801,0.0388928171473019,0.03629887289118555,0.0003206929902785994,0.0005454250977431272,0.0001
70,0.05045683072371916,0.04138518521427655,0.03810201511915886,0.034795019983376536,0.0012354815368201923,0.0006590165086007938,0.0001
71,0.04867965507913719,0.041324137264558115,0.03824557742160378,0.03527196490351012,0.001043407785332282,0.0006052172667682124,0.0001
72,0.0476514088610808,0.041615820722359365,0.037508527832952415,0.0362883524220857,0.0010142880888782781,0.0005327468211361277,0.0001
73,0.046079147437756714,0.04090781382489265,0.0374531935561787,0.03512898443434364,0.000862595372988532,0.000577882997185837,0.0001
74,0.045514394105835396,0.03793092294890051,0.037368507434924446,0.03502231150917492,0.0008145886408094542,0.00029086113899429205,0.0001
75,0.04447042134900888,0.03891313469252244,0.03721413654134129,0.035364255768510176,0.0007256284703599346,0.00035488799478326354,0.0001
76,0.0436908629243121,0.04077300479864591,0.0371614478415612,0.037964952034528716,0.0006529415065112213,0.00028080516257258405,0.0001
77,0.04194869360688961,0.034673694293846875,0.03727307656046116,0.03437686226199675,0.0004675616880624809,2.968316587880791e-05,0.0001
78,0.03895959258079529,0.03414018901114568,0.037128092890436,0.034086961913452556,0.00018314997820804516,5.3227325203976135e-06,0.0001
79,0.036763213010448395,0.03481498222623412,0.03662543709982525,0.034800757881117035,1.3777583124906275e-05,1.4223602158936864e-06,0.0001
80,0.03638317390824809,0.036758452934344,0.03630250489169901,0.03673774501325324,8.066922997717153e-06,2.0707816871431468e-06,0.0001
81,0.03653375172253811,0.03436032927822893,0.036426725148251564,0.03432786772582392,1.070264790376479e-05,3.246194357545348e-06,0.0001
82,0.03583873114125295,0.03295435604718437,0.03573248586194082,0.03272208359555184,1.0624526167344866e-05,2.3227280338865223e-05,0.0001
83,0.036350549226908974,0.03549821141691753,0.03607247910942092,0.035422125050304655,2.7807013159900002e-05,7.608725525375082e-06,0.0001
84,0.03656021883767663,0.03749461426943805,0.03620028614320538,0.036982718640548876,3.599327597343786e-05,5.1189556532921284e-05,0.0001
85,0.04167005656795068,0.039371965700909214,0.035314158875156536,0.032767388542360984,0.0006355897939735742,0.0006604576956702654,0.0001
86,0.04854161348758322,0.04237484278202208,0.03477557172829455,0.034210859990297465,0.001376604152469416,0.0008163981789313445,0.0001
87,0.04721203751184724,0.03626840475601993,0.034603156318718735,0.03188925565837756,0.0012608881260155504,0.0004379148623069184,0.0001
88,0.04468963616950945,0.03802229438723078,0.03487897382089586,0.03373149847387512,0.0009810662516181103,0.0004290796105315524,0.0001
89,0.04276840123489047,0.03949531740349622,0.034668857429289456,0.03433157630141999,0.0008099543893794445,0.0005163742229047364,0.0001
90,0.041821717312841705,0.03786406056773678,0.034799759699539703,0.03531786843836874,0.0007021957549802734,0.0002546191133921128,0.0001
91,0.03703112951056524,0.037288743619664236,0.034255109445163696,0.03723550208517278,0.0002776020114789858,5.324205638879452e-06,0.0001
92,0.03558162568757931,0.03304263861148756,0.03550008540465073,0.03301164137367135,8.154051046762051e-06,3.0997739083463075e-06,0.0001
93,0.034570595898637264,0.03504616299334852,0.03447369649780519,0.03502478436372126,9.689952783060797e-06,2.137857698331003e-06,0.0001
94,0.03418064298051776,0.033594504008907705,0.034102926228308315,0.033452223012806946,7.77167610287892e-06,1.42281424015594e-05,0.0001
95,0.03423644746230407,0.033332500977887855,0.03405029614540664,0.03305128031848199,1.8615130984196156e-05,2.812200011954397e-05,0.0001
96,0.034197723267204834,0.037545150624887946,0.03405289648270065,0.037517645440202474,1.4482672806039002e-05,2.750486157923907e-06,0.0001
97,0.03458699956536293,0.0344200389218931,0.034241163058940205,0.03365671916455219,3.458365575749088e-05,7.633192152128979e-05,0.0001
98,0.04280107770340912,0.037129667348668675,0.03343220915871136,0.0334733719945766,0.0009368868733431692,0.00036562958988833216,0.0001
99,0.050759980285709556,0.03831518646353249,0.03266185953874479,0.03177116520853928,0.0018098120865143949,0.0006544021407823363,0.0001
100,0.045677236140225876,0.037104845406777956,0.03320266800283483,0.033318810898182664,0.001247456808800273,0.0003786034594792802,0.0001
101,0.04259027224598509,0.037063480847301516,0.03357354506398692,0.03391216824466247,0.0009016727404245598,0.00031513122187193165,0.0001
102,0.03824561210631421,0.03677260455627027,0.03383417368273844,0.03463303688205353,0.00044114382454250574,0.00021395671133944087,0.0001
103,0.03544743505842758,0.035271105920501686,0.03376545457903183,0.033773979715559115,0.00016819803171198475,0.00014971270243574114,0.0001
104,0.033259059923390545,0.03638664917814981,0.03304569905793125,0.036375165047272756,2.1336101891585823e-05,1.14845080970692e-06,0.0001
105,0.033028978374645565,0.03127960490749816,0.03299631285622264,0.031272362659157685,3.266530146709446e-06,7.242228712827267e-07,0.0001
106,0.032912170627351967,0.03281165292847746,0.032850991511209446,0.03279342785694829,6.1179329570608605e-06,1.8225045535084862e-06,0.0001
107,0.032469405764431664,0.03563494393755463,0.0324173845971624,0.03558499916929973,5.202122724078821e-06,4.9945065970439274e-06,0.0001
108,0.032730519574022655,0.03715749585620955,0.03258019042286006,0.03547903940752054,1.5032917762062315e-05,0.0001678456146459193,0.0001
109,0.041581685062159195,0.03635972875898706,0.03240790861574086,0.03244144692308776,0.0009173776435835117,0.0003918282125580168,0.0001
110,0.04615774942618428,0.04416158724958679,0.0317633134510481,0.03395678004691394,0.0014394436245008062,0.0010204807072889688,0.0001
111,0.04253883168778636,0.03956779391753885,0.03207753051185247,0.03389532014524566,0.0010461301294113086,0.0005672473862946638,0.0001
112,0.03925698064267635,0.03443133808478845,0.03325814113133785,0.03335122128190763,0.0005998839421381215,0.0001080117367646369,0.0001
113,0.033429788961780796,0.03782449618019683,0.03210053062348655,0.03689946609234062,0.00013292584194321975,9.250297905950711e-05,0.0001
114,0.031755465365043194,0.03281589400056273,0.03153162661262534,0.03280731981646161,2.2383883002806794e-05,8.574607844237727e-07,0.0001
115,0.031297363115079475,0.03294959273708675,0.031271305668986206,0.03294141664676113,2.605740905203151e-06,8.175883718305194e-07,0.0001
116,0.031270014037462796,0.03422985963348691,0.03124222709712657,0.03422023962536314,2.778692622527932e-06,9.619691065556843e-07,0.0001
117,0.031119380484927784,0.03306136084944765,0.031076158368677803,0.03301636012263964,4.322210743063779e-06,4.500128001847807e-06,0.0001
118,0.03151150414663734,0.031581027531011927,0.031067055734721096,0.03150865542424987,4.444483254866844e-05,7.237204995011266e-06,0.0001
119,0.03145932750494191,0.031898664726541674,0.031090166193969322,0.03157917963475442,3.691611345857382e-05,3.194855034662823e-05,0.0001
120,0.03902851189063354,0.037762792632739205,0.03134956422515891,0.03204010035819049,0.0007678947824222797,0.0005722692229221982,0.0001
