epoch,train_loss,validation_loss,validation_loss_micro
1,0.09799926498192946,0.07833554942550501,0.08401668181169704
2,0.0728100784493733,0.06254264227356632,0.06812664789003793
3,0.057376349072637604,0.04602243949526907,0.05070091548394448
4,0.04300904575777929,0.03600140323205497,0.039868763884807604
5,0.03437004476134079,0.029463819440752485,0.03285256023937144
6,0.028041764513200503,0.025178399652132633,0.02852101661963238
7,0.024101444274693472,0.021982711338223486,0.02512775783625124
8,0.02115390195189841,0.020472021596705227,0.023338368483027415
9,0.018813313964744144,0.017779182989307495,0.02063774695763221
10,0.01741272407869034,0.01631341944149413,0.019021397493851903
11,0.016274254938461852,0.015298923186952793,0.017943163324958985
12,0.01504691000130849,0.014685111593681677,0.017279264737346825
13,0.014345705442167764,0.014402990076037406,0.017038527133007086
14,0.013776671000600179,0.013828998598699353,0.01630849628658085
15,0.013333182625279352,0.012844515961020275,0.015271569654567056
16,0.01275786573118606,0.012376610251617026,0.01480324044871808
17,0.01215993377793611,0.011827511908491753,0.014143806930966122
18,0.011937898535081625,0.012085476815408504,0.014425016697869428
19,0.011337966902847786,0.011448448011793655,0.013713465556839473
20,0.011111824676324865,0.011308572210040592,0.013496730153454298
21,0.010889698981663986,0.011322372878336205,0.01370654090728464
22,0.010613035854569552,0.010883831262661263,0.013136651119880702
23,0.010815740699651381,0.010623805214840212,0.012782526000823679
24,0.010013545362165123,0.01054399773099197,0.012903942103222562
25,0.010190866231998733,0.010171704855704174,0.012303613892045418
26,0.010404156202702087,0.010623379975189692,0.012822978575151045
27,0.009774396548287354,0.010568178870652837,0.012874895291861675
28,0.009797202065325451,0.009723327237069205,0.011807805473140231
29,0.009637656257385687,0.009694661189560484,0.011776412589055303
30,0.009537373059533475,0.009446027063356965,0.011476760320533994
31,0.008848064988197566,0.009569327977075494,0.011670674303692237
32,0.008966833113889645,0.009482531735864008,0.011623661735401511
33,0.008937108418596004,0.009458784539899975,0.011531366158394792
34,0.008997098641086986,0.009452908659924191,0.011532431058754209
35,0.008810357653734946,0.009345060920652563,0.011516918608968151
36,0.008475478796174675,0.009215803491430322,0.011345709826611825
37,0.00853994865875519,0.008954874459629435,0.010980574654700606
38,0.008474179748508748,0.009355590172772998,0.011561798278793799
39,0.008595012509761888,0.008873957219213425,0.010896604278431296
40,0.008344791835735848,0.008738301327835924,0.010792259054177796
41,0.007941027032743908,0.009004173920090019,0.011170844070049896
42,0.008238258203415071,0.008983218821046125,0.011123591357072709
43,0.00819387177721189,0.00859913470032352,0.01061144768999096
44,0.0077304460573116495,0.0086548941442901,0.010697344402074043
45,0.008234875279684672,0.008490775110911201,0.010533932662426308
46,0.00790213728658069,0.008712648800746311,0.010761329645330704
47,0.007676266956721014,0.008425008795894397,0.010437896379595352
48,0.007722654896444059,0.008613070645609521,0.010573972404272847
49,0.007696927646929505,0.00825108049685447,0.010275054825608317
50,0.007674892816226404,0.008619487251856838,0.010626454374908861
51,0.00756421988806871,0.008304528763342653,0.010342375694279834
52,0.007020507579380465,0.008652585724099906,0.010674185435388192
53,0.007432015046278124,0.008741857801679655,0.010723269517451004
54,0.007316997432401789,0.008506866175850933,0.010541935250615796
55,0.007281284817364106,0.008176103336307725,0.010193019276984523
56,0.007127346781787881,0.008076113065143008,0.010076822923242313
57,0.007219434597940909,0.007987815593350385,0.00992708196929754
58,0.007585302260694589,0.008430371955530924,0.010486580836980976
59,0.007068006905165655,0.00837224965099184,0.010404780855776806
60,0.0072793560190029406,0.008280354381485212,0.010272818576465058
