Method,Success Rate,Success CI Lower,Success CI Upper,Recovery Rate,Recovery CI Lower,Recovery CI Upper,Recovery Definition,Post-Intervention Task Success Rate,Post-Intervention Task Success CI Lower,Post-Intervention Task Success CI Upper,Average Steps,Steps CI Lower,Steps CI Upper,Average Time (s),Episodes,Successes,Recovery Attempts,Recovery Successes,Detector Triggers,Intervened Episodes,Post-Intervention Task Successes,Backend,Benchmark Eligible,Profile,Noise Level,Action Noise Std,Observation Noise Std,Object Impulse Std (m),Episode Bank SHA256,Episode Bank File SHA256,Episode Offset,CRN Episode Specifications Verified
ACT + Random Reset,0.813,0.7876522642371055,0.8359521849509368,0.744535519125683,0.7127513140903221,0.775623268698061,post_reset_task_success_per_reset,0.744535519125683,0.7117219463052461,0.774795897597914,93.337,90.177,96.781075,0.406903159785943,1000,813,732,545,732,732,545,metaworld,True,full,0.2,0.08000000000000002,0.005000000000000001,0.020000000000000004,8c503c07dc6dcdd904e948f14d270410c2fbd4d9796f8d9e08451dc34c7d4399,af5745b9186a646d034e11188254b9a02d00f2f6614386a43dbbf2654455056f,0,True
