method,episode,seed,backend,success,steps,elapsed_seconds,recovery_attempts,recovery_successes,detector_triggers,recovery_steps,failure_probability_max,recovery_definition,terminated,truncated,failure_reason,episode_specification_sha256,episode_bank_sha256,metaworld_task_sha256,retry_specification_sha256s,retry_task_sha256s,noise_level,noise_percent,action_noise_std,observation_noise_std,object_impulse_std_m,condition_index,Profile,Benchmark Eligible
ACT,0,8000042,metaworld,False,200,1.1008262819996162,0,0,0,0,0.0,,False,True,timeout,6e51fdc4fa9564a014be3a60efaaa6e75514d49a902c54e897905b041b01269f,093171deee73c73233afa582007dc538d5372fbe19a180c78389ff37452cf336,f82ceac6f8787ac22c378edc1f141cedcc86bf9309b43f1aff6633ae0a963abb,,,0.3,30.0,0.12,0.0075,0.03,0,full,True
ACT,1,8000043,metaworld,True,61,0.3418159459979506,0,0,0,0,0.0,,True,False,,a37cc9895497c161cc0e61cd91a17ceb6fc96a80c672228fff52878625245878,093171deee73c73233afa582007dc538d5372fbe19a180c78389ff37452cf336,06d355d7aff3b944ab4199c02a94c63d062e5c414c0b195f7b232b607e0ab1ed,,,0.3,30.0,0.12,0.0075,0.03,0,full,True
ACT,2,8000044,metaworld,False,200,1.115927451999596,0,0,0,0,0.0,,False,True,timeout,9019aa641c3e21bc94152e111aba2c0fe83a4e531f25b9d7c4299149fd785663,093171deee73c73233afa582007dc538d5372fbe19a180c78389ff37452cf336,f6a9ed9055e00c868d6771022c2c557a6a48990bdacbed585d07cde857d4755a,,,0.3,30.0,0.12,0.0075,0.03,0,full,True
ACT,3,8000045,metaworld,False,200,1.1322615509998286,0,0,0,0,0.0,,False,True,timeout,359e42e49029e62d58735744577f2dc2e2192bc31ee0b85b9d0926643c1a7940,093171deee73c73233afa582007dc538d5372fbe19a180c78389ff37452cf336,5d73f28d4d24cdbcb36a5e5cd61ec1a82f7287ce56d88da8cea912ed757b164c,,,0.3,30.0,0.12,0.0075,0.03,0,full,True
ACT,4,8000046,metaworld,True,49,0.2881465479986218,0,0,0,0,0.0,,True,False,,611de65f6c9535ab7db32732b6dd841be76f5608de30ca5f8540cf2aebd7cd50,093171deee73c73233afa582007dc538d5372fbe19a180c78389ff37452cf336,27e1ed8c670f23dae46752497e383610e58c248d638e3b9b707808a32ce33d4e,,,0.3,30.0,0.12,0.0075,0.03,0,full,True
ACT,5,8000047,metaworld,True,53,0.29500818899759906,0,0,0,0,0.0,,True,False,,f8d47adff6ca1a7ce33565c0878196861c2247a7c71e5ea587254f888ed16edd,093171deee73c73233afa582007dc538d5372fbe19a180c78389ff37452cf336,38329c6b97bbe7d133bf007c22742dca5f0cd7258f8d7199135c6c2371ae591d,,,0.3,30.0,0.12,0.0075,0.03,0,full,True
ACT,6,8000048,metaworld,False,200,1.127608766000776,0,0,0,0,0.0,,False,True,timeout,e9080374aa214abacd6566b01d68dc5a7a1760592358299fffb51989e969a800,093171deee73c73233afa582007dc538d5372fbe19a180c78389ff37452cf336,aba21ef1c98d0573e36116c9757115227fd3793cba96aea7eda95c2547314ca3,,,0.3,30.0,0.12,0.0075,0.03,0,full,True
ACT,7,8000049,metaworld,True,55,0.31599083399851224,0,0,0,0,0.0,,True,False,,26e333367aa36cbcd2db893969ccddd4097f5c70f09b684257ae0f33e182093d,093171deee73c73233afa582007dc538d5372fbe19a180c78389ff37452cf336,4e97203f8ce1a96cef19545d4c4c300d0de39e4f94bd1941cef7ebc3dd48be02,,,0.3,30.0,0.12,0.0075,0.03,0,full,True
ACT,8,8000050,metaworld,False,200,1.1662958359993354,0,0,0,0,0.0,,False,True,timeout,df8a377a3083f124c38d423d139a1bd324ff03857cbd7047f5000acd2c5b1202,093171deee73c73233afa582007dc538d5372fbe19a180c78389ff37452cf336,64ee837add19202e84553431fdab118462cf5265eeae19a4d044b5a6818f771d,,,0.3,30.0,0.12,0.0075,0.03,0,full,True
ACT,9,8000051,metaworld,True,57,0.34231792599894106,0,0,0,0,0.0,,True,False,,14e265df42283b82d1c0c4276fd065a1f40e15fddee4d5907586f7b3745afc68,093171deee73c73233afa582007dc538d5372fbe19a180c78389ff37452cf336,6cb8d983459a8e57d4ae53a86da2394015cabba2d7c306dcaf7b14af979ca230,,,0.3,30.0,0.12,0.0075,0.03,0,full,True
