method,episode,seed,backend,success,steps,elapsed_seconds,recovery_attempts,recovery_successes,detector_triggers,recovery_steps,failure_probability_max,recovery_definition,terminated,truncated,failure_reason,episode_specification_sha256,episode_bank_sha256,metaworld_task_sha256,retry_specification_sha256s,retry_task_sha256s,noise_level,noise_percent,action_noise_std,observation_noise_std,object_impulse_std_m,condition_index,Profile,Benchmark Eligible
ACT,0,8000042,metaworld,False,200,1.3154539450006268,0,0,0,0,0.0,,False,True,timeout,49af4dccaf215666613e2ea62c85e1eee2da056b8052e7c0744488f7bbb76aea,b4d00b629663580725cee7c16b68664af3de3bc5986bddef37e01448932e3ffd,f82ceac6f8787ac22c378edc1f141cedcc86bf9309b43f1aff6633ae0a963abb,,,0.4,40.0,0.16000000000000003,0.010000000000000002,0.04000000000000001,0,full,True
ACT,1,8000043,metaworld,False,200,1.1221795629971894,0,0,0,0,0.0,,False,True,object_dropped,a89745bb33f745dbd0616005b2fee785af620f934dd473850837d9434ca927c0,b4d00b629663580725cee7c16b68664af3de3bc5986bddef37e01448932e3ffd,06d355d7aff3b944ab4199c02a94c63d062e5c414c0b195f7b232b607e0ab1ed,,,0.4,40.0,0.16000000000000003,0.010000000000000002,0.04000000000000001,0,full,True
ACT,2,8000044,metaworld,False,200,1.4296814430017548,0,0,0,0,0.0,,False,True,timeout,fa56d9300815aeb0be4648f5b0e9ba5546c734ddb8bb28bc2cd9f08452186d2c,b4d00b629663580725cee7c16b68664af3de3bc5986bddef37e01448932e3ffd,f6a9ed9055e00c868d6771022c2c557a6a48990bdacbed585d07cde857d4755a,,,0.4,40.0,0.16000000000000003,0.010000000000000002,0.04000000000000001,0,full,True
ACT,3,8000045,metaworld,False,200,1.1276555879994703,0,0,0,0,0.0,,False,True,timeout,f803045d63122625d5c1877925b903772104214bd6ff79573c274a7859579e0e,b4d00b629663580725cee7c16b68664af3de3bc5986bddef37e01448932e3ffd,5d73f28d4d24cdbcb36a5e5cd61ec1a82f7287ce56d88da8cea912ed757b164c,,,0.4,40.0,0.16000000000000003,0.010000000000000002,0.04000000000000001,0,full,True
ACT,4,8000046,metaworld,True,51,0.28693559100065613,0,0,0,0,0.0,,True,False,,cabda9829df92555761a7fdc2523f7b362a5a81c23975dc6e455ef7a2c32fc49,b4d00b629663580725cee7c16b68664af3de3bc5986bddef37e01448932e3ffd,27e1ed8c670f23dae46752497e383610e58c248d638e3b9b707808a32ce33d4e,,,0.4,40.0,0.16000000000000003,0.010000000000000002,0.04000000000000001,0,full,True
ACT,5,8000047,metaworld,True,53,0.2905252960008511,0,0,0,0,0.0,,True,False,,588b20e72ae92670b7f2eebbaefc75d6138d87f0671d4f4c689a3406740db11e,b4d00b629663580725cee7c16b68664af3de3bc5986bddef37e01448932e3ffd,38329c6b97bbe7d133bf007c22742dca5f0cd7258f8d7199135c6c2371ae591d,,,0.4,40.0,0.16000000000000003,0.010000000000000002,0.04000000000000001,0,full,True
ACT,6,8000048,metaworld,False,200,1.1451179300020158,0,0,0,0,0.0,,False,True,timeout,2829c76f04223b33b343cc3b8d6e3824d14237aa828c173d477343fe05fc8436,b4d00b629663580725cee7c16b68664af3de3bc5986bddef37e01448932e3ffd,aba21ef1c98d0573e36116c9757115227fd3793cba96aea7eda95c2547314ca3,,,0.4,40.0,0.16000000000000003,0.010000000000000002,0.04000000000000001,0,full,True
ACT,7,8000049,metaworld,True,56,0.6008468070031086,0,0,0,0,0.0,,True,False,,b9a99d5ec91400c3579050d8783b36c312cb95d10f3a9411bb61ecd8e31026a6,b4d00b629663580725cee7c16b68664af3de3bc5986bddef37e01448932e3ffd,4e97203f8ce1a96cef19545d4c4c300d0de39e4f94bd1941cef7ebc3dd48be02,,,0.4,40.0,0.16000000000000003,0.010000000000000002,0.04000000000000001,0,full,True
ACT,8,8000050,metaworld,False,200,1.1878959679997934,0,0,0,0,0.0,,False,True,timeout,d31e93454866d499134ecfc635a33d71c9cde493195ebcc8f7660a15758a6ab8,b4d00b629663580725cee7c16b68664af3de3bc5986bddef37e01448932e3ffd,64ee837add19202e84553431fdab118462cf5265eeae19a4d044b5a6818f771d,,,0.4,40.0,0.16000000000000003,0.010000000000000002,0.04000000000000001,0,full,True
ACT,9,8000051,metaworld,True,58,0.3065205920029257,0,0,0,0,0.0,,True,False,,afc35ca1b19c4fd9b4aacbd18954906ea743519b3b694c83049fd2503e50e072,b4d00b629663580725cee7c16b68664af3de3bc5986bddef37e01448932e3ffd,6cb8d983459a8e57d4ae53a86da2394015cabba2d7c306dcaf7b14af979ca230,,,0.4,40.0,0.16000000000000003,0.010000000000000002,0.04000000000000001,0,full,True
ACT,10,8000052,metaworld,False,200,1.1053315779972763,0,0,0,0,0.0,,False,True,timeout,c86e1bd89f255c7313cd690b2d569eaf9de680f0c2bea84692d37356fc4294a5,b4d00b629663580725cee7c16b68664af3de3bc5986bddef37e01448932e3ffd,504c23f653f6cdee9d659d9320b164606b319d4f0e9cdf0f3a87e2fc7a98160a,,,0.4,40.0,0.16000000000000003,0.010000000000000002,0.04000000000000001,0,full,True
ACT,11,8000053,metaworld,False,200,1.0307545719988411,0,0,0,0,0.0,,False,True,timeout,2a99f09f371d8bb1fd68e01dff65d19675679296dc7337c4dcac66b009f3257e,b4d00b629663580725cee7c16b68664af3de3bc5986bddef37e01448932e3ffd,06d355d7aff3b944ab4199c02a94c63d062e5c414c0b195f7b232b607e0ab1ed,,,0.4,40.0,0.16000000000000003,0.010000000000000002,0.04000000000000001,0,full,True
ACT,12,8000054,metaworld,False,200,1.0278558069985593,0,0,0,0,0.0,,False,True,timeout,26abeb4ac4984683eaeb844b6ee9b5fa41476302765213ddd887d38fd1f53946,b4d00b629663580725cee7c16b68664af3de3bc5986bddef37e01448932e3ffd,742509487aeb71d366f1ddafa1cb12db2f7cfefe17c4ca89c98cffb67c1c8619,,,0.4,40.0,0.16000000000000003,0.010000000000000002,0.04000000000000001,0,full,True
ACT,13,8000055,metaworld,False,200,1.0093728819992975,0,0,0,0,0.0,,False,True,object_dropped,57b01e38d9ca82c0ec14d8e3f84b5359b09d0d3916cad9521f3d972c52a61b27,b4d00b629663580725cee7c16b68664af3de3bc5986bddef37e01448932e3ffd,e216352c7f1c7392270c7c501bb599f2a46f420613a124fda0729ab88160cdf2,,,0.4,40.0,0.16000000000000003,0.010000000000000002,0.04000000000000001,0,full,True
ACT,14,8000056,metaworld,False,200,0.9669981709994317,0,0,0,0,0.0,,False,True,timeout,4aed2112511af94731131750d231c358309837787afb9b65da6d3cb2c5bb62cf,b4d00b629663580725cee7c16b68664af3de3bc5986bddef37e01448932e3ffd,64ee837add19202e84553431fdab118462cf5265eeae19a4d044b5a6818f771d,,,0.4,40.0,0.16000000000000003,0.010000000000000002,0.04000000000000001,0,full,True
ACT,15,8000057,metaworld,False,200,0.9689889460023551,0,0,0,0,0.0,,False,True,timeout,5b0042609bf8fe72262f73ad2cb6f93820c204ad020cecf49ff7400ac98a8057,b4d00b629663580725cee7c16b68664af3de3bc5986bddef37e01448932e3ffd,c40fedd273cade53989af8adc3ca66d02f2d92ca4d97b2f6391a0dd0ab6dbca3,,,0.4,40.0,0.16000000000000003,0.010000000000000002,0.04000000000000001,0,full,True
