Method,Success Rate,Success CI Lower,Success CI Upper,Recovery Rate,Recovery CI Lower,Recovery CI Upper,Recovery Definition,Post-Intervention Task Success Rate,Post-Intervention Task Success CI Lower,Post-Intervention Task Success CI Upper,Average Steps,Steps CI Lower,Steps CI Upper,Average Time (s),Episodes,Successes,Recovery Attempts,Recovery Successes,Detector Triggers,Intervened Episodes,Post-Intervention Task Successes,Backend,Benchmark Eligible,Profile,Noise Level,Action Noise Std,Observation Noise Std,Object Impulse Std (m),Episode Bank SHA256,Episode Bank File SHA256,Episode Offset,CRN Episode Specifications Verified
ACT + Heuristic Recovery,0.877,0.8551887673529645,0.8959258567489271,0.8331053351573188,0.806136680613668,0.8595505617977528,task_success_while_recovery_active_per_intervention,0.8331053351573188,0.8043476562533023,0.8583803297010546,72.818,69.91192500000001,75.94205,0.19118535446994428,1000,877,731,609,731,731,609,metaworld,True,full,0.2,0.08000000000000002,0.005000000000000001,0.020000000000000004,8c503c07dc6dcdd904e948f14d270410c2fbd4d9796f8d9e08451dc34c7d4399,af5745b9186a646d034e11188254b9a02d00f2f6614386a43dbbf2654455056f,0,True
