Method,Success Rate,Success CI Lower,Success CI Upper,Recovery Rate,Recovery CI Lower,Recovery CI Upper,Recovery Definition,Post-Intervention Task Success Rate,Post-Intervention Task Success CI Lower,Post-Intervention Task Success CI Upper,Average Steps,Steps CI Lower,Steps CI Upper,Average Time (s),Episodes,Successes,Recovery Attempts,Recovery Successes,Detector Triggers,Intervened Episodes,Post-Intervention Task Successes,Backend,Benchmark Eligible,Profile,Noise Level,Action Noise Std,Observation Noise Std,Object Impulse Std (m),Episode Bank SHA256,Episode Bank File SHA256,Episode Offset,CRN Episode Specifications Verified
ACT,0.734,0.7057558002431918,0.7604532767855683,0.0,0.0,0.0,not_applicable,,,,93.282,89.350975,97.20132499999998,0.3988467117549699,1000,734,0,0,0,0,0,metaworld,True,full,0.2,0.08000000000000002,0.005000000000000001,0.020000000000000004,8c503c07dc6dcdd904e948f14d270410c2fbd4d9796f8d9e08451dc34c7d4399,af5745b9186a646d034e11188254b9a02d00f2f6614386a43dbbf2654455056f,0,True
