method,episode,seed,backend,success,steps,elapsed_seconds,recovery_attempts,recovery_successes,detector_triggers,recovery_steps,failure_probability_max,recovery_definition,terminated,truncated,failure_reason,episode_specification_sha256,episode_bank_sha256,metaworld_task_sha256,retry_specification_sha256s,retry_task_sha256s,noise_level,noise_percent,action_noise_std,observation_noise_std,object_impulse_std_m,condition_index,Profile,Benchmark Eligible
ACT,0,8000042,metaworld,True,51,0.28322669999761274,0,0,0,0,0.0,,True,False,,715d5a0c7842079b83d9c16a76fd2de84c63f4f2195fb852c3a0605aacc68aea,5dab9ea09f41c6bcf76a778fec235e41b2ca78bc226d49a2cf5818fef53b3bc9,f82ceac6f8787ac22c378edc1f141cedcc86bf9309b43f1aff6633ae0a963abb,,,0.1,10.0,0.04000000000000001,0.0025000000000000005,0.010000000000000002,0,full,True
ACT,1,8000043,metaworld,True,58,0.3239173660003871,0,0,0,0,0.0,,True,False,,9d1d0c3c57b3832317e72769356f8964ec840f478e21f8222e9fdfcf992fbb77,5dab9ea09f41c6bcf76a778fec235e41b2ca78bc226d49a2cf5818fef53b3bc9,06d355d7aff3b944ab4199c02a94c63d062e5c414c0b195f7b232b607e0ab1ed,,,0.1,10.0,0.04000000000000001,0.0025000000000000005,0.010000000000000002,0,full,True
ACT,2,8000044,metaworld,True,57,0.3281265750010789,0,0,0,0,0.0,,True,False,,b7d3618db0381047d091e311b527d4c21ee99a8810d2b4c6fec6574179055ad0,5dab9ea09f41c6bcf76a778fec235e41b2ca78bc226d49a2cf5818fef53b3bc9,f6a9ed9055e00c868d6771022c2c557a6a48990bdacbed585d07cde857d4755a,,,0.1,10.0,0.04000000000000001,0.0025000000000000005,0.010000000000000002,0,full,True
ACT,3,8000045,metaworld,True,48,0.2710361440003908,0,0,0,0,0.0,,True,False,,888a39421625d6346901f0c77b1a63aee8cc32868474695bc0b38c4c100397d5,5dab9ea09f41c6bcf76a778fec235e41b2ca78bc226d49a2cf5818fef53b3bc9,5d73f28d4d24cdbcb36a5e5cd61ec1a82f7287ce56d88da8cea912ed757b164c,,,0.1,10.0,0.04000000000000001,0.0025000000000000005,0.010000000000000002,0,full,True
ACT,4,8000046,metaworld,True,47,0.26636607100226684,0,0,0,0,0.0,,True,False,,089d99c25cf97c736ab3675504f97f1b83d439e6e38ef08421b60a41c65746d8,5dab9ea09f41c6bcf76a778fec235e41b2ca78bc226d49a2cf5818fef53b3bc9,27e1ed8c670f23dae46752497e383610e58c248d638e3b9b707808a32ce33d4e,,,0.1,10.0,0.04000000000000001,0.0025000000000000005,0.010000000000000002,0,full,True
ACT,5,8000047,metaworld,True,52,0.29660361999776796,0,0,0,0,0.0,,True,False,,1b61b178e26a03b58864a6b2a2d894e3a3ca546d63d002a44b8f8447a82e5042,5dab9ea09f41c6bcf76a778fec235e41b2ca78bc226d49a2cf5818fef53b3bc9,38329c6b97bbe7d133bf007c22742dca5f0cd7258f8d7199135c6c2371ae591d,,,0.1,10.0,0.04000000000000001,0.0025000000000000005,0.010000000000000002,0,full,True
ACT,6,8000048,metaworld,True,54,0.30922412700238056,0,0,0,0,0.0,,True,False,,281c1c9499e07280975e4af52a9f4c4949ca64eeee90f06d4fd66707baf4d6e5,5dab9ea09f41c6bcf76a778fec235e41b2ca78bc226d49a2cf5818fef53b3bc9,aba21ef1c98d0573e36116c9757115227fd3793cba96aea7eda95c2547314ca3,,,0.1,10.0,0.04000000000000001,0.0025000000000000005,0.010000000000000002,0,full,True
ACT,7,8000049,metaworld,True,55,0.3112964460015064,0,0,0,0,0.0,,True,False,,529473c04f0b966c3a492d02f40fbd92e9c4af0876cbd85c0f3dced09d65b290,5dab9ea09f41c6bcf76a778fec235e41b2ca78bc226d49a2cf5818fef53b3bc9,4e97203f8ce1a96cef19545d4c4c300d0de39e4f94bd1941cef7ebc3dd48be02,,,0.1,10.0,0.04000000000000001,0.0025000000000000005,0.010000000000000002,0,full,True
ACT,8,8000050,metaworld,True,57,0.3275487589999102,0,0,0,0,0.0,,True,False,,339fc6fda71cc9a8fcd0c6eddf8b322fcd8e490f42c277344fc61d90f7307603,5dab9ea09f41c6bcf76a778fec235e41b2ca78bc226d49a2cf5818fef53b3bc9,64ee837add19202e84553431fdab118462cf5265eeae19a4d044b5a6818f771d,,,0.1,10.0,0.04000000000000001,0.0025000000000000005,0.010000000000000002,0,full,True
ACT,9,8000051,metaworld,True,56,0.3195847679999133,0,0,0,0,0.0,,True,False,,108ac2dba7d48e9a800837ad9dc76d09eaa3f9114122bb5198a184eb2cf8c001,5dab9ea09f41c6bcf76a778fec235e41b2ca78bc226d49a2cf5818fef53b3bc9,6cb8d983459a8e57d4ae53a86da2394015cabba2d7c306dcaf7b14af979ca230,,,0.1,10.0,0.04000000000000001,0.0025000000000000005,0.010000000000000002,0,full,True
