method,episode,seed,backend,success,steps,elapsed_seconds,recovery_attempts,recovery_successes,detector_triggers,recovery_steps,failure_probability_max,recovery_definition,terminated,truncated,failure_reason,episode_specification_sha256,episode_bank_sha256,metaworld_task_sha256,retry_specification_sha256s,retry_task_sha256s,Profile,noise_level,Benchmark Eligible
ACT + Heuristic Recovery,537,8000579,metaworld,False,200,0.3529841359995771,1,0,1,150,0.9,task_success_while_recovery_active_per_intervention,False,True,timeout,3919fc93a121deae70eaa80d09bb1d9187554a6da8b0ffc8e5b6d269e3500d7f,8c503c07dc6dcdd904e948f14d270410c2fbd4d9796f8d9e08451dc34c7d4399,0f719f94ef165c0b816b8b10c3f4f5fcf802c9f5a25141035590310315749280,,,full,0.2,True
ACT + Heuristic Recovery,538,8000580,metaworld,True,54,0.12104633299895795,1,1,1,34,0.85,task_success_while_recovery_active_per_intervention,True,False,,da0f9a14ecadc556f9d49653bbffc636b56196652b2b3a30dd668aa1d681f7ad,8c503c07dc6dcdd904e948f14d270410c2fbd4d9796f8d9e08451dc34c7d4399,504c23f653f6cdee9d659d9320b164606b319d4f0e9cdf0f3a87e2fc7a98160a,,,full,0.2,True
ACT + Heuristic Recovery,539,8000581,metaworld,True,49,0.22555155100053526,0,0,0,0,0.0,task_success_while_recovery_active_per_intervention,True,False,,e3f57669d98d547fef1681bd5c880884d2d0839739464a0cdfe914a61ea4ddad,8c503c07dc6dcdd904e948f14d270410c2fbd4d9796f8d9e08451dc34c7d4399,35aa26efb4a8651c1d8f46a573d3d4fea76add87b5c76a00531e1cea9ad04412,,,full,0.2,True
ACT + Heuristic Recovery,540,8000582,metaworld,True,51,0.122441618997982,1,1,1,31,0.85,task_success_while_recovery_active_per_intervention,True,False,,6f7d2222cde2c208555c7cb13d98f46a0ca314afae58fda1bb6cd743d15fcda8,8c503c07dc6dcdd904e948f14d270410c2fbd4d9796f8d9e08451dc34c7d4399,15a9adece7ebea14bdf37f5376e274c6dce4711281025cf35060933ba9ab8ad3,,,full,0.2,True
ACT + Heuristic Recovery,541,8000583,metaworld,True,53,0.23809152199828532,0,0,0,0,0.0,task_success_while_recovery_active_per_intervention,True,False,,9b2eda421106cc5663aacbfe878199f51640ef88a1ad113bec24c911cdd0db4f,8c503c07dc6dcdd904e948f14d270410c2fbd4d9796f8d9e08451dc34c7d4399,acfaed29b052207b47b4b7fa76672795fd08de3add8565db05f141de82ece90b,,,full,0.2,True
ACT + Heuristic Recovery,542,8000584,metaworld,True,61,0.12953318300060346,1,1,1,41,0.85,task_success_while_recovery_active_per_intervention,True,False,,e76665867adfd7a3cc18ae738445dbefcc5df12d5c73b00988aaa304fa9ddb55,8c503c07dc6dcdd904e948f14d270410c2fbd4d9796f8d9e08451dc34c7d4399,a0b103bf3e43f4aa92753185301eba5e2e31594285004b99f51a59b33bd2d620,,,full,0.2,True
ACT + Heuristic Recovery,543,8000585,metaworld,True,55,0.12579200599793694,1,1,1,35,0.85,task_success_while_recovery_active_per_intervention,True,False,,88716444b703fdf363f37b97225d2dd15afc4de9a1c7b23a7a3e08319d321ac1,8c503c07dc6dcdd904e948f14d270410c2fbd4d9796f8d9e08451dc34c7d4399,2eb279a724955c1a9d173681940490ec9cc8ed4fdc15a95533884a23d4ccdb4e,,,full,0.2,True
ACT + Heuristic Recovery,544,8000586,metaworld,True,60,0.1361834950002958,1,1,1,38,0.85,task_success_while_recovery_active_per_intervention,True,False,,b428487b7bb0b91b133cbaf5c66cb534e65396adff781761c61fc52e1bc25410,8c503c07dc6dcdd904e948f14d270410c2fbd4d9796f8d9e08451dc34c7d4399,f6a9ed9055e00c868d6771022c2c557a6a48990bdacbed585d07cde857d4755a,,,full,0.2,True
ACT + Heuristic Recovery,545,8000587,metaworld,True,54,0.2391546049984754,0,0,0,0,0.0,task_success_while_recovery_active_per_intervention,True,False,,983a1fec92f40b06ce3aaefe68d4a86dab5c44a96732ba2d9c83d2a485dfecf3,8c503c07dc6dcdd904e948f14d270410c2fbd4d9796f8d9e08451dc34c7d4399,56b7f182edcfeefa9301e1edd53d7f36e4418de7e6df1b54b0f0c298cde1b3cd,,,full,0.2,True
ACT + Heuristic Recovery,546,8000588,metaworld,True,53,0.11965862899887725,1,1,1,33,0.85,task_success_while_recovery_active_per_intervention,True,False,,01da7c33b22951d8c73136e17a93e0302038ebc47a9a2be08c9a05aaf7edb2ad,8c503c07dc6dcdd904e948f14d270410c2fbd4d9796f8d9e08451dc34c7d4399,35aa26efb4a8651c1d8f46a573d3d4fea76add87b5c76a00531e1cea9ad04412,,,full,0.2,True
ACT + Heuristic Recovery,547,8000589,metaworld,True,59,0.2630591520028247,0,0,0,0,0.0,task_success_while_recovery_active_per_intervention,True,False,,0d03c74d5250a83475306dd95a99c4868c7b649f8bf3422387dc3996b9698467,8c503c07dc6dcdd904e948f14d270410c2fbd4d9796f8d9e08451dc34c7d4399,a0b103bf3e43f4aa92753185301eba5e2e31594285004b99f51a59b33bd2d620,,,full,0.2,True
