Method,Success Rate,Success CI Lower,Success CI Upper,Recovery Rate,Recovery CI Lower,Recovery CI Upper,Recovery Definition,Post-Intervention Task Success Rate,Post-Intervention Task Success CI Lower,Post-Intervention Task Success CI Upper,Average Steps,Steps CI Lower,Steps CI Upper,Average Time (s),Episodes,Successes,Recovery Attempts,Recovery Successes,Detector Triggers,Intervened Episodes,Post-Intervention Task Successes,Backend,Benchmark Eligible,Profile,Noise Level
REIM (ACT + Detector + Recovery),0.91,0.8622342812328346,0.9423125511378069,0.856,0.792,0.9147286821705426,task_success_while_recovery_active_per_intervention,0.856,0.7838403899326721,0.9069310497469995,66.895,61.285,73.02024999999998,0.22361918967004385,200,182,125,107,125,125,107,metaworld,False,custom,0.2
