Method,Success Rate,Success CI Lower,Success CI Upper,Recovery Rate,Recovery CI Lower,Recovery CI Upper,Recovery Definition,Post-Intervention Task Success Rate,Post-Intervention Task Success CI Lower,Post-Intervention Task Success CI Upper,Average Steps,Steps CI Lower,Steps CI Upper,Average Time (s),Episodes,Successes,Recovery Attempts,Recovery Successes,Detector Triggers,Intervened Episodes,Post-Intervention Task Successes,Backend,Benchmark Eligible,Profile,Noise Level
REIM (ACT + Detector + Recovery),0.915,0.8681041292843443,0.9462542498225244,0.864,0.798385402548116,0.9206349206349206,task_success_while_recovery_active_per_intervention,0.864,0.7929706949475033,0.913323698432835,67.035,61.67925,73.00037499999999,0.17735933818490593,200,183,125,108,125,125,108,metaworld,False,custom,0.2
