Method,Success Rate,Success CI Lower,Success CI Upper,Recovery Rate,Recovery CI Lower,Recovery CI Upper,Recovery Definition,Post-Intervention Task Success Rate,Post-Intervention Task Success CI Lower,Post-Intervention Task Success CI Upper,Average Steps,Steps CI Lower,Steps CI Upper,Average Time (s),Episodes,Successes,Recovery Attempts,Recovery Successes,Detector Triggers,Intervened Episodes,Post-Intervention Task Successes,Backend,Benchmark Eligible,Profile,Noise Level
REIM (ACT + Detector + Recovery),0.895,0.8448196800887696,0.9302925120731899,0.8306451612903226,0.7580582157258065,0.8931297709923665,task_success_while_recovery_active_per_intervention,0.8306451612903226,0.754939184073531,0.8864802799753758,71.385,65.579875,78.0015,0.1450149225448513,200,179,124,103,124,124,103,metaworld,False,custom,0.2
