Method,Success Rate,Success CI Lower,Success CI Upper,Recovery Rate,Recovery CI Lower,Recovery CI Upper,Recovery Definition,Post-Intervention Task Success Rate,Post-Intervention Task Success CI Lower,Post-Intervention Task Success CI Upper,Average Steps,Steps CI Lower,Steps CI Upper,Average Time (s),Episodes,Successes,Recovery Attempts,Recovery Successes,Detector Triggers,Intervened Episodes,Post-Intervention Task Successes,Backend,Benchmark Eligible,Profile,Noise Level
REIM (ACT + Detector + Recovery),0.755,0.6909575644379659,0.8094313191096282,0.608,0.5217391304347826,0.6923076923076923,task_success_while_recovery_active_per_intervention,0.608,0.5204208806005645,0.6891389943584371,88.36,79.55,97.33012499999998,0.2700806303299214,200,151,125,76,125,125,76,metaworld,False,custom,0.2
