method,episode,seed,backend,success,steps,elapsed_seconds,recovery_attempts,recovery_successes,detector_triggers,recovery_steps,failure_probability_max,recovery_definition,terminated,truncated,failure_reason,Profile,Noise Level,Benchmark Eligible
REIM (ACT + Detector + Recovery),94,7300136,metaworld,True,45,0.12345795500004897,1,1,1,31,0.2596224248409271,task_success_while_recovery_active_per_intervention,True,False,,custom,0.2,False
REIM (ACT + Detector + Recovery),95,7300137,metaworld,True,63,0.3076460660013254,0,0,0,0,0.15025533735752106,task_success_while_recovery_active_per_intervention,True,False,,custom,0.2,False
REIM (ACT + Detector + Recovery),96,7300138,metaworld,True,50,0.14622412299650023,1,1,1,31,0.24951748549938202,task_success_while_recovery_active_per_intervention,True,False,,custom,0.2,False
REIM (ACT + Detector + Recovery),97,7300139,metaworld,True,49,0.1437854840005457,1,1,1,32,0.3291533887386322,task_success_while_recovery_active_per_intervention,True,False,,custom,0.2,False
REIM (ACT + Detector + Recovery),98,7300140,metaworld,False,200,0.5206015109979489,1,0,1,150,0.9965483546257019,task_success_while_recovery_active_per_intervention,False,True,timeout,custom,0.2,False
REIM (ACT + Detector + Recovery),99,7300141,metaworld,True,56,0.2729456510023738,0,0,0,0,0.1417287290096283,task_success_while_recovery_active_per_intervention,True,False,,custom,0.2,False
REIM (ACT + Detector + Recovery),100,7300142,metaworld,True,62,0.29906695899990154,0,0,0,0,0.18729250133037567,task_success_while_recovery_active_per_intervention,True,False,,custom,0.2,False
REIM (ACT + Detector + Recovery),101,7300143,metaworld,True,51,0.13887309300116613,1,1,1,35,0.3429514169692993,task_success_while_recovery_active_per_intervention,True,False,,custom,0.2,False
REIM (ACT + Detector + Recovery),102,7300144,metaworld,True,53,0.15627756799949566,1,1,1,32,0.25979065895080566,task_success_while_recovery_active_per_intervention,True,False,,custom,0.2,False
REIM (ACT + Detector + Recovery),103,7300145,metaworld,False,200,0.5070212760001596,1,0,1,146,0.9974765181541443,task_success_while_recovery_active_per_intervention,False,True,timeout,custom,0.2,False
REIM (ACT + Detector + Recovery),104,7300146,metaworld,True,54,0.2589187560006394,0,0,0,0,0.13807931542396545,task_success_while_recovery_active_per_intervention,True,False,,custom,0.2,False
